Calculating solvability percentage...

[Lower Bound, Upper Bound] | Solvable/Unsolvable/Intractable | Current seed | (Est. Confidence Interval: Continue/Re-eval)
[51.907, 77.550] | 37/19/1 | 56 | (21.558, 24.164)
[52.631, 77.963] | 38/19/1 | 57 | (21.278, 23.871)
[53.334, 78.360] | 39/19/1 | 58 | (21.004, 23.584)
[54.016, 78.744] | 40/19/1 | 59 | (20.870, 23.303)
[54.679, 79.114] | 41/19/1 | 60 | (20.606, 23.028)
[53.681, 78.090] | 41/20/1 | 61 | (20.404, 23.029)
[54.329, 78.460] | 42/20/1 | 62 | (20.280, 22.767)
[54.959, 78.817] | 43/20/1 | 63 | (20.035, 22.510)
[55.572, 79.163] | 44/20/1 | 64 | (19.795, 22.257)
[56.169, 79.497] | 45/20/1 | 65 | (19.560, 22.010)
[56.751, 79.821] | 46/20/1 | 66 | (19.331, 21.767)
[55.806, 78.874] | 46/21/1 | 67 | (19.283, 21.789)
[56.375, 79.198] | 47/21/1 | 68 | (19.064, 21.557)
[55.466, 78.279] | 47/22/1 | 69 | (19.014, 21.570)
[56.025, 78.603] | 48/22/1 | 70 | (18.806, 21.348)
[56.570, 78.918] | 49/22/1 | 71 | (18.602, 21.130)
[57.102, 79.223] | 50/22/1 | 72 | (18.401, 20.916)
[57.621, 79.519] | 51/22/1 | 73 | (18.205, 20.706)
[56.753, 78.654] | 51/23/1 | 74 | (18.169, 20.728)
[57.264, 78.951] | 52/23/1 | 75 | (17.981, 20.526)
[56.426, 78.110] | 52/24/1 | 76 | (17.944, 20.542)
[56.927, 78.407] | 53/24/1 | 77 | (17.764, 20.348)
[57.417, 78.695] | 54/24/1 | 78 | (17.587, 20.157)
[57.897, 78.976] | 55/24/1 | 79 | (17.414, 19.970)
[58.365, 79.250] | 56/24/1 | 80 | (17.243, 19.785)
[57.564, 78.454] | 56/25/1 | 81 | (17.216, 19.808)
[58.025, 78.728] | 57/25/1 | 82 | (17.053, 19.630)
[58.477, 78.994] | 58/25/1 | 83 | (16.892, 19.455)
[58.919, 79.254] | 59/25/1 | 84 | (16.734, 19.282)
[59.352, 79.508] | 60/25/1 | 85 | (16.578, 19.113)
[59.776, 79.756] | 61/25/1 | 86 | (16.426, 18.946)
[60.191, 79.997] | 62/25/1 | 87 | (16.270, 18.781)
[60.598, 80.233] | 63/25/1 | 88 | (16.124, 18.619)
[59.839, 79.497] | 63/26/1 | 89 | (16.118, 18.656)
[59.099, 78.772] | 63/27/1 | 90 | (16.104, 18.685)
[59.504, 79.014] | 64/27/1 | 91 | (15.964, 18.531)
[59.900, 79.251] | 65/27/1 | 92 | (16.314, 18.380)
[60.289, 79.483] | 66/27/1 | 93 | (16.167, 18.231)
[60.671, 79.709] | 67/27/1 | 94 | (16.031, 18.083)
[59.961, 79.018] | 67/28/1 | 95 | (16.023, 18.115)
[59.267, 78.337] | 67/29/1 | 96 | (16.004, 18.139)
[59.647, 78.569] | 68/29/1 | 97 | (15.874, 17.999)
[58.972, 77.903] | 68/30/1 | 98 | (15.853, 18.019)
[59.347, 78.135] | 69/30/1 | 99 | (15.728, 17.884)
[59.715, 78.362] | 70/30/1 | 100 | (15.604, 17.750)
[59.061, 78.585] | 70/30/2 | 101 | (16.049, 18.518)
[59.424, 78.803] | 71/30/2 | 102 | (15.924, 18.383)
[58.787, 78.165] | 71/31/2 | 103 | (15.902, 18.390)
[59.146, 78.383] | 72/31/2 | 104 | (15.780, 18.259)
[59.499, 78.597] | 73/31/2 | 105 | (15.660, 18.130)
[59.847, 78.806] | 74/31/2 | 106 | (15.541, 18.002)
[60.188, 79.011] | 75/31/2 | 107 | (15.416, 17.876)
[59.572, 78.400] | 75/32/2 | 108 | (15.408, 17.887)
[59.910, 78.605] | 76/32/2 | 109 | (15.294, 17.764)
[59.308, 78.006] | 76/33/2 | 110 | (15.276, 17.772)
[58.720, 77.414] | 76/34/2 | 111 | (15.256, 17.776)
[59.055, 77.624] | 77/34/2 | 112 | (15.148, 17.658)
[59.386, 77.829] | 78/34/2 | 113 | (15.041, 17.542)
[59.711, 78.031] | 79/34/2 | 114 | (14.936, 17.428)
[59.139, 77.458] | 79/35/2 | 115 | (14.918, 17.433)
[59.460, 77.660] | 80/35/2 | 116 | (14.815, 17.321)
[59.777, 77.858] | 81/35/2 | 117 | (14.714, 17.211)
[60.089, 78.053] | 82/35/2 | 118 | (14.614, 17.102)
[60.396, 78.244] | 83/35/2 | 119 | (14.516, 16.994)
[60.698, 78.432] | 84/35/2 | 120 | (14.419, 16.887)
[60.996, 78.616] | 85/35/2 | 121 | (14.317, 16.782)
[61.289, 78.798] | 86/35/2 | 122 | (14.223, 16.677)
[61.578, 78.976] | 87/35/2 | 123 | (14.130, 16.574)
[61.863, 79.152] | 88/35/2 | 124 | (14.038, 16.472)
[62.144, 79.324] | 89/35/2 | 125 | (13.947, 16.371)
[62.420, 79.494] | 90/35/2 | 126 | (14.218, 16.271)
[62.693, 79.661] | 91/35/2 | 127 | (14.127, 16.173)
[62.152, 79.134] | 91/36/2 | 128 | (14.119, 16.192)
[62.422, 79.302] | 92/36/2 | 129 | (14.031, 16.095)
[61.892, 78.784] | 92/37/2 | 130 | (14.022, 16.112)
[62.161, 78.952] | 93/37/2 | 131 | (13.935, 16.018)
[61.642, 78.443] | 93/38/2 | 132 | (13.925, 16.033)
[61.908, 78.611] | 94/38/2 | 133 | (13.841, 15.941)
[61.399, 78.111] | 94/39/2 | 134 | (13.836, 15.953)
[60.900, 77.616] | 94/40/2 | 135 | (13.824, 15.963)
[61.165, 77.787] | 95/40/2 | 136 | (13.742, 15.874)
[60.675, 77.300] | 95/41/2 | 137 | (13.730, 15.882)
[60.938, 77.471] | 96/41/2 | 138 | (13.650, 15.795)
[61.197, 77.639] | 97/41/2 | 139 | (13.571, 15.709)
[61.453, 77.804] | 98/41/2 | 140 | (13.493, 15.624)
[61.706, 77.967] | 99/41/2 | 141 | (13.416, 15.540)
[61.956, 78.127] | 100/41/2 | 142 | (13.335, 15.456)
[62.202, 78.285] | 101/41/2 | 143 | (13.260, 15.374)
[62.445, 78.441] | 102/41/2 | 144 | (13.185, 15.292)
[62.685, 78.595] | 103/41/2 | 145 | (13.112, 15.211)
[62.213, 78.133] | 103/42/2 | 146 | (13.105, 15.224)
[61.749, 77.676] | 103/43/2 | 147 | (13.101, 15.235)
[61.292, 77.224] | 103/44/2 | 148 | (13.091, 15.244)
[61.532, 77.382] | 104/44/2 | 149 | (13.021, 15.166)
[61.083, 76.936] | 104/45/2 | 150 | (13.011, 15.173)
[61.322, 77.094] | 105/45/2 | 151 | (12.942, 15.097)
[60.881, 76.655] | 105/46/2 | 152 | (12.931, 15.103)
[61.118, 76.813] | 106/46/2 | 153 | (12.863, 15.029)
[60.685, 76.381] | 106/47/2 | 154 | (12.853, 15.033)
[60.920, 76.539] | 107/47/2 | 155 | (12.786, 14.960)
[61.152, 76.694] | 108/47/2 | 156 | (12.721, 14.888)
[61.382, 76.848] | 109/47/2 | 157 | (12.656, 14.816)
[61.609, 76.999] | 110/47/2 | 158 | (12.591, 14.745)
[61.834, 77.149] | 111/47/2 | 159 | (12.528, 14.675)
[61.412, 76.730] | 111/48/2 | 160 | (12.519, 14.682)
[61.634, 76.880] | 112/48/2 | 161 | (12.457, 14.612)
[61.855, 77.027] | 113/48/2 | 162 | (12.395, 14.544)
[61.440, 76.616] | 113/49/2 | 163 | (12.387, 14.550)
[61.659, 76.764] | 114/49/2 | 164 | (12.326, 14.483)
[61.876, 76.909] | 115/49/2 | 165 | (12.266, 14.416)
[62.090, 77.053] | 116/49/2 | 166 | (12.207, 14.350)
[62.301, 77.195] | 117/49/2 | 167 | (12.148, 14.284)
[62.511, 77.335] | 118/49/2 | 168 | (12.089, 14.219)
[62.107, 76.937] | 118/50/2 | 169 | (12.083, 14.228)
[62.315, 77.077] | 119/50/2 | 170 | (12.026, 14.164)
[62.520, 77.215] | 120/50/2 | 171 | (11.969, 14.100)
[62.123, 76.824] | 120/51/2 | 172 | (11.963, 14.108)
[61.732, 76.436] | 120/52/2 | 173 | (11.956, 14.114)
[61.937, 76.576] | 121/52/2 | 174 | (11.901, 14.053)
[62.140, 76.714] | 122/52/2 | 175 | (11.846, 13.991)
[62.341, 76.851] | 123/52/2 | 176 | (11.792, 13.931)
[62.540, 76.986] | 124/52/2 | 177 | (11.738, 13.871)
[62.737, 77.119] | 125/52/2 | 178 | (11.685, 13.811)
[62.932, 77.251] | 126/52/2 | 179 | (11.632, 13.751)
[63.124, 77.382] | 127/52/2 | 180 | (11.578, 13.693)
[62.744, 77.008] | 127/53/2 | 181 | (11.576, 13.701)
[62.936, 77.138] | 128/53/2 | 182 | (11.524, 13.644)
[62.561, 76.769] | 128/54/2 | 183 | (11.520, 13.651)
[62.751, 76.899] | 129/54/2 | 184 | (11.469, 13.595)
[62.940, 77.028] | 130/54/2 | 185 | (11.419, 13.538)
[62.571, 76.665] | 130/55/2 | 186 | (11.414, 13.546)
[62.759, 76.794] | 131/55/2 | 187 | (11.365, 13.490)
[62.945, 76.921] | 132/55/2 | 188 | (11.316, 13.435)
[63.128, 77.047] | 133/55/2 | 189 | (11.268, 13.380)
[62.767, 76.691] | 133/56/2 | 190 | (11.264, 13.388)
[62.949, 76.817] | 134/56/2 | 191 | (11.216, 13.334)
[62.593, 76.465] | 134/57/2 | 192 | (11.212, 13.341)
[62.775, 76.591] | 135/57/2 | 193 | (11.165, 13.288)
[62.955, 76.715] | 136/57/2 | 194 | (11.119, 13.236)
[62.604, 76.369] | 136/58/2 | 195 | (11.115, 13.242)
[62.783, 76.493] | 137/58/2 | 196 | (11.069, 13.191)
[62.436, 76.151] | 137/59/2 | 197 | (11.064, 13.197)
[62.614, 76.275] | 138/59/2 | 198 | (11.019, 13.146)
[62.791, 76.398] | 139/59/2 | 199 | (10.975, 13.095)
[62.450, 76.061] | 139/60/2 | 200 | (10.970, 13.101)
[62.625, 76.183] | 140/60/2 | 201 | (10.926, 13.051)
[62.799, 76.305] | 141/60/2 | 202 | (10.883, 13.001)
[62.463, 75.973] | 141/61/2 | 203 | (10.879, 13.007)
[62.636, 76.094] | 142/61/2 | 204 | (10.836, 12.958)
[62.808, 76.215] | 143/61/2 | 205 | (10.793, 12.910)
[62.477, 75.887] | 143/62/2 | 206 | (10.789, 12.915)
[62.647, 76.007] | 144/62/2 | 207 | (10.747, 12.867)
[62.816, 76.126] | 145/62/2 | 208 | (10.705, 12.820)
[62.984, 76.244] | 146/62/2 | 209 | (10.664, 12.773)
[63.150, 76.361] | 147/62/2 | 210 | (10.623, 12.726)
[63.314, 76.476] | 148/62/2 | 211 | (10.582, 12.680)
[63.477, 76.591] | 149/62/2 | 212 | (10.542, 12.633)
[63.154, 76.272] | 149/63/2 | 213 | (10.539, 12.640)
[63.316, 76.386] | 150/63/2 | 214 | (10.499, 12.595)
[63.477, 76.500] | 151/63/2 | 215 | (10.460, 12.549)
[63.636, 76.612] | 152/63/2 | 216 | (10.421, 12.505)
[63.318, 76.299] | 152/64/2 | 217 | (10.418, 12.511)
[63.477, 76.411] | 153/64/2 | 218 | (10.380, 12.467)
[63.163, 76.101] | 153/65/2 | 219 | (10.377, 12.473)
[63.320, 76.213] | 154/65/2 | 220 | (10.339, 12.429)
[63.010, 75.906] | 154/66/2 | 221 | (10.336, 12.435)
[63.167, 76.018] | 155/66/2 | 222 | (10.298, 12.392)
[63.323, 76.129] | 156/66/2 | 223 | (10.261, 12.349)
[63.017, 75.827] | 156/67/2 | 224 | (10.258, 12.355)
[62.714, 75.527] | 156/68/2 | 225 | (10.255, 12.359)
[62.870, 75.638] | 157/68/2 | 226 | (10.218, 12.317)
[62.570, 75.341] | 157/69/2 | 227 | (10.215, 12.321)
[62.274, 75.046] | 157/70/2 | 228 | (10.210, 12.325)
[62.429, 75.159] | 158/70/2 | 229 | (10.175, 12.284)
[62.583, 75.270] | 159/70/2 | 230 | (10.139, 12.243)
[62.291, 74.979] | 159/71/2 | 231 | (10.135, 12.246)
[62.444, 75.090] | 160/71/2 | 232 | (10.100, 12.206)
[62.596, 75.200] | 161/71/2 | 233 | (10.066, 12.166)
[62.747, 75.310] | 162/71/2 | 234 | (10.031, 12.126)
[62.897, 75.418] | 163/71/2 | 235 | (9.997, 12.087)
[63.045, 75.525] | 164/71/2 | 236 | (9.963, 12.048)
[62.758, 75.240] | 164/72/2 | 237 | (9.960, 12.052)
[62.474, 74.958] | 164/73/2 | 238 | (9.956, 12.055)
[62.622, 75.066] | 165/73/2 | 239 | (9.923, 12.016)
[62.769, 75.173] | 166/73/2 | 240 | (9.890, 11.978)
[62.488, 74.893] | 166/74/2 | 241 | (9.886, 11.981)
[62.635, 75.000] | 167/74/2 | 242 | (9.854, 11.944)
[62.780, 75.106] | 168/74/2 | 243 | (9.821, 11.906)
[62.924, 75.211] | 169/74/2 | 244 | (9.789, 11.869)
[62.647, 74.936] | 169/75/2 | 245 | (9.786, 11.872)
[62.791, 75.041] | 170/75/2 | 246 | (9.754, 11.835)
[62.933, 75.145] | 171/75/2 | 247 | (9.722, 11.799)
[63.075, 75.249] | 172/75/2 | 248 | (9.691, 11.762)
[62.802, 74.977] | 172/76/2 | 249 | (9.688, 11.766)
[62.943, 75.081] | 173/76/2 | 250 | (9.657, 11.730)
[63.082, 75.183] | 174/76/2 | 251 | (9.626, 11.694)
[63.221, 75.284] | 175/76/2 | 252 | (9.595, 11.658)
[62.952, 75.017] | 175/77/2 | 253 | (9.592, 11.662)
[62.685, 74.752] | 175/78/2 | 254 | (9.589, 11.665)
[62.420, 74.488] | 175/79/2 | 255 | (9.586, 11.667)
[62.559, 74.591] | 176/79/2 | 256 | (9.556, 11.633)
[62.697, 74.693] | 177/79/2 | 257 | (9.526, 11.598)
[62.834, 74.794] | 178/79/2 | 258 | (9.497, 11.564)
[62.970, 74.894] | 179/79/2 | 259 | (9.468, 11.530)
[63.105, 74.993] | 180/79/2 | 260 | (9.438, 11.496)
[63.239, 75.092] | 181/79/2 | 261 | (9.409, 11.462)
[63.372, 75.190] | 182/79/2 | 262 | (9.381, 11.428)
[63.113, 74.933] | 182/80/2 | 263 | (9.378, 11.432)
[62.855, 74.677] | 182/81/2 | 264 | (9.375, 11.435)
[62.600, 74.423] | 182/82/2 | 265 | (9.372, 11.437)
[62.734, 74.522] | 183/82/2 | 266 | (9.344, 11.405)
[62.866, 74.620] | 184/82/2 | 267 | (9.316, 11.372)
[62.997, 74.718] | 185/82/2 | 268 | (9.288, 11.340)
[62.746, 74.467] | 185/83/2 | 269 | (9.286, 11.342)
[62.496, 74.219] | 185/84/2 | 270 | (9.282, 11.344)
[62.627, 74.317] | 186/84/2 | 271 | (9.255, 11.312)
[62.758, 74.414] | 187/84/2 | 272 | (9.228, 11.281)
[62.887, 74.510] | 188/84/2 | 273 | (9.201, 11.249)
[63.016, 74.606] | 189/84/2 | 274 | (9.174, 11.218)
[62.769, 74.361] | 189/85/2 | 275 | (9.171, 11.220)
[62.897, 74.457] | 190/85/2 | 276 | (9.145, 11.189)
[62.654, 74.214] | 190/86/2 | 277 | (9.142, 11.191)
[62.781, 74.309] | 191/86/2 | 278 | (9.116, 11.161)
[62.539, 74.068] | 191/87/2 | 279 | (9.113, 11.162)
[62.300, 73.829] | 191/88/2 | 280 | (9.110, 11.164)
[62.427, 73.925] | 192/88/2 | 281 | (9.084, 11.134)
[62.554, 74.020] | 193/88/2 | 282 | (9.058, 11.104)
[62.679, 74.115] | 194/88/2 | 283 | (9.033, 11.074)
[62.804, 74.208] | 195/88/2 | 284 | (9.008, 11.044)
[62.568, 73.973] | 195/89/2 | 285 | (9.005, 11.046)
[62.333, 73.738] | 195/90/2 | 286 | (9.001, 11.047)
[62.458, 73.833] | 196/90/2 | 287 | (8.977, 11.018)
[62.225, 73.600] | 196/91/2 | 288 | (8.973, 11.019)
[62.350, 73.694] | 197/91/2 | 289 | (8.949, 10.991)
[62.473, 73.787] | 198/91/2 | 290 | (8.924, 10.962)
[62.596, 73.880] | 199/91/2 | 291 | (8.900, 10.933)
[62.717, 73.972] | 200/91/2 | 292 | (8.876, 10.905)
[62.488, 73.743] | 200/92/2 | 293 | (8.873, 10.906)
[62.609, 73.835] | 201/92/2 | 294 | (8.849, 10.878)
[62.730, 73.926] | 202/92/2 | 295 | (8.825, 10.850)
[62.850, 74.017] | 203/92/2 | 296 | (8.801, 10.822)
[62.969, 74.107] | 204/92/2 | 297 | (8.778, 10.794)
[63.087, 74.196] | 205/92/2 | 298 | (8.754, 10.767)
[63.204, 74.285] | 206/92/2 | 299 | (8.731, 10.739)
[63.321, 74.373] | 207/92/2 | 300 | (8.708, 10.712)
[63.437, 74.461] | 208/92/2 | 301 | (8.685, 10.685)
[63.212, 74.237] | 208/93/2 | 302 | (8.683, 10.687)
[63.328, 74.325] | 209/93/2 | 303 | (8.660, 10.660)
[63.443, 74.411] | 210/93/2 | 304 | (8.637, 10.633)
[63.557, 74.498] | 211/93/2 | 305 | (8.614, 10.606)
[63.334, 74.277] | 211/94/2 | 306 | (8.613, 10.609)
[63.448, 74.363] | 212/94/2 | 307 | (8.590, 10.582)
[63.227, 74.448] | 212/94/3 | 308 | (8.899, 10.582)
[63.008, 74.229] | 212/95/3 | 309 | (8.896, 10.585)
[62.790, 74.012] | 212/96/3 | 310 | (8.893, 10.587)
[62.574, 73.795] | 212/97/3 | 311 | (8.889, 10.588)
[62.689, 73.882] | 213/97/3 | 312 | (8.867, 10.562)
[62.802, 73.967] | 214/97/3 | 313 | (8.844, 10.536)
[62.915, 74.053] | 215/97/3 | 314 | (8.821, 10.511)
[63.027, 74.137] | 216/97/3 | 315 | (8.799, 10.485)
[63.139, 74.221] | 217/97/3 | 316 | (8.777, 10.460)
[62.926, 74.008] | 217/98/3 | 317 | (8.773, 10.462)
[62.714, 73.796] | 217/99/3 | 318 | (8.770, 10.463)
[62.504, 73.586] | 217/100/3 | 319 | (8.767, 10.465)
[62.616, 73.671] | 218/100/3 | 320 | (8.745, 10.440)
[62.407, 73.461] | 218/101/3 | 321 | (8.741, 10.441)
[62.519, 73.546] | 219/101/3 | 322 | (8.720, 10.416)
[62.629, 73.630] | 220/101/3 | 323 | (8.698, 10.392)
[62.423, 73.714] | 220/101/4 | 324 | (8.991, 10.684)
[62.533, 73.797] | 221/101/4 | 325 | (8.969, 10.659)
[62.642, 73.880] | 222/101/4 | 326 | (8.947, 10.633)
[62.751, 73.962] | 223/101/4 | 327 | (8.925, 10.608)
[62.860, 74.043] | 224/101/4 | 328 | (8.903, 10.583)
[62.967, 74.124] | 225/101/4 | 329 | (8.881, 10.559)
[63.075, 74.205] | 226/101/4 | 330 | (8.859, 10.534)
[63.181, 74.285] | 227/101/4 | 331 | (8.837, 10.509)
[62.978, 74.081] | 227/102/4 | 332 | (8.834, 10.510)
[63.084, 74.161] | 228/102/4 | 333 | (8.812, 10.486)
[62.882, 73.958] | 228/103/4 | 334 | (8.809, 10.487)
[62.988, 74.038] | 229/103/4 | 335 | (8.787, 10.463)
[63.093, 74.118] | 230/103/4 | 336 | (8.766, 10.439)
[63.198, 74.197] | 231/103/4 | 337 | (8.745, 10.415)
[63.302, 74.275] | 232/103/4 | 338 | (8.724, 10.391)
[63.405, 74.353] | 233/103/4 | 339 | (8.703, 10.367)
[63.508, 74.430] | 234/103/4 | 340 | (8.683, 10.343)
[63.610, 74.507] | 235/103/4 | 341 | (8.662, 10.320)
[63.712, 74.584] | 236/103/4 | 342 | (8.641, 10.296)
[63.813, 74.660] | 237/103/4 | 343 | (8.621, 10.273)
[63.615, 74.462] | 237/104/4 | 344 | (8.618, 10.274)
[63.716, 74.538] | 238/104/4 | 345 | (8.598, 10.251)
[63.816, 74.613] | 239/104/4 | 346 | (8.578, 10.228)
[63.619, 74.417] | 239/105/4 | 347 | (8.575, 10.230)
[63.719, 74.493] | 240/105/4 | 348 | (8.555, 10.207)
[63.819, 74.568] | 241/105/4 | 349 | (8.535, 10.184)
[63.918, 74.642] | 242/105/4 | 350 | (8.515, 10.162)
[64.016, 74.716] | 243/105/4 | 351 | (8.495, 10.139)
[64.114, 74.790] | 244/105/4 | 352 | (8.476, 10.116)
[63.920, 74.596] | 244/106/4 | 353 | (8.473, 10.118)
[64.017, 74.670] | 245/106/4 | 354 | (8.454, 10.096)
[64.114, 74.743] | 246/106/4 | 355 | (8.434, 10.074)
[64.211, 74.816] | 247/106/4 | 356 | (8.415, 10.052)
[64.307, 74.888] | 248/106/4 | 357 | (8.396, 10.030)
[64.115, 74.697] | 248/107/4 | 358 | (8.394, 10.032)
[64.210, 74.770] | 249/107/4 | 359 | (8.375, 10.010)
[64.306, 74.842] | 250/107/4 | 360 | (8.356, 9.988)
[64.400, 74.913] | 251/107/4 | 361 | (8.337, 9.967)
[64.210, 74.724] | 251/108/4 | 362 | (8.335, 9.969)
[64.022, 74.535] | 251/109/4 | 363 | (8.332, 9.971)
[63.834, 74.348] | 251/110/4 | 364 | (8.330, 9.972)
[63.647, 74.162] | 251/111/4 | 365 | (8.327, 9.974)
[63.462, 73.976] | 251/112/4 | 366 | (8.325, 9.975)
[63.278, 73.791] | 251/113/4 | 367 | (8.322, 9.976)
[63.373, 73.864] | 252/113/4 | 368 | (8.304, 9.955)
[63.468, 73.937] | 253/113/4 | 369 | (8.286, 9.934)
[63.563, 74.009] | 254/113/4 | 370 | (8.267, 9.913)
[63.380, 73.826] | 254/114/4 | 371 | (8.265, 9.914)
[63.199, 73.644] | 254/115/4 | 372 | (8.262, 9.915)
[63.293, 73.717] | 255/115/4 | 373 | (8.244, 9.895)
[63.387, 73.789] | 256/115/4 | 374 | (8.226, 9.874)
[63.481, 73.861] | 257/115/4 | 375 | (8.208, 9.854)
[63.574, 73.932] | 258/115/4 | 376 | (8.191, 9.834)
[63.394, 73.752] | 258/116/4 | 377 | (8.188, 9.835)
[63.216, 73.573] | 258/117/4 | 378 | (8.185, 9.835)
[63.309, 73.644] | 259/117/4 | 379 | (8.168, 9.815)
[63.401, 73.716] | 260/117/4 | 380 | (8.151, 9.795)
[63.224, 73.538] | 260/118/4 | 381 | (8.148, 9.796)
[63.048, 73.361] | 260/119/4 | 382 | (8.145, 9.797)
[63.140, 73.432] | 261/119/4 | 383 | (8.128, 9.777)
[63.232, 73.503] | 262/119/4 | 384 | (8.111, 9.757)
[63.324, 73.574] | 263/119/4 | 385 | (8.094, 9.738)
[63.415, 73.644] | 264/119/4 | 386 | (8.077, 9.718)
[63.505, 73.714] | 265/119/4 | 387 | (8.060, 9.699)
[63.331, 73.539] | 265/120/4 | 388 | (8.058, 9.700)
[63.422, 73.609] | 266/120/4 | 389 | (8.041, 9.680)
[63.511, 73.679] | 267/120/4 | 390 | (8.024, 9.661)
[63.601, 73.748] | 268/120/4 | 391 | (8.008, 9.642)
[63.428, 73.575] | 268/121/4 | 392 | (8.005, 9.643)
[63.518, 73.644] | 269/121/4 | 393 | (7.989, 9.624)
[63.606, 73.712] | 270/121/4 | 394 | (7.972, 9.605)
[63.695, 73.781] | 271/121/4 | 395 | (7.956, 9.586)
[63.783, 73.848] | 272/121/4 | 396 | (7.940, 9.567)
[63.870, 73.916] | 273/121/4 | 397 | (7.924, 9.549)
[63.699, 73.745] | 273/122/4 | 398 | (7.922, 9.550)
[63.787, 73.813] | 274/122/4 | 399 | (7.905, 9.531)
