Calculating solvability percentage...

[Lower Bound, Upper Bound] | (Solvable/Unsolvable/Intractable) | Current seed
[50.780, 55.464] | (1423/1254/25) | 2701
[50.760, 55.444] | (1423/1255/25) | 2702
[50.778, 55.461] | (1424/1255/25) | 2703
[50.796, 55.477] | (1425/1255/25) | 2704
[50.814, 55.494] | (1426/1255/25) | 2705
[50.832, 55.511] | (1427/1255/25) | 2706
[50.850, 55.528] | (1428/1255/25) | 2707
[50.831, 55.507] | (1428/1256/25) | 2708
[50.811, 55.487] | (1428/1257/25) | 2709
[50.829, 55.504] | (1429/1257/25) | 2710
[50.847, 55.521] | (1430/1257/25) | 2711
[50.865, 55.537] | (1431/1257/25) | 2712
[50.846, 55.517] | (1431/1258/25) | 2713
[50.827, 55.497] | (1431/1259/25) | 2714
[50.844, 55.514] | (1432/1259/25) | 2715
[50.862, 55.531] | (1433/1259/25) | 2716
[50.843, 55.511] | (1433/1260/25) | 2717
[50.824, 55.491] | (1433/1261/25) | 2718
[50.842, 55.507] | (1434/1261/25) | 2719
[50.860, 55.524] | (1435/1261/25) | 2720
[50.877, 55.541] | (1436/1261/25) | 2721
[50.895, 55.557] | (1437/1261/25) | 2722
[50.913, 55.574] | (1438/1261/25) | 2723
[50.894, 55.590] | (1438/1261/26) | 2724
[50.875, 55.570] | (1438/1262/26) | 2725
[50.892, 55.587] | (1439/1262/26) | 2726
[50.910, 55.603] | (1440/1262/26) | 2727
[50.928, 55.620] | (1441/1262/26) | 2728
[50.945, 55.637] | (1442/1262/26) | 2729
[50.963, 55.653] | (1443/1262/26) | 2730
[50.944, 55.633] | (1443/1263/26) | 2731
[50.961, 55.650] | (1444/1263/26) | 2732
[50.942, 55.630] | (1444/1264/26) | 2733
[50.923, 55.610] | (1444/1265/26) | 2734
[50.941, 55.626] | (1445/1265/26) | 2735
[50.959, 55.643] | (1446/1265/26) | 2736
[50.976, 55.659] | (1447/1265/26) | 2737
[50.957, 55.639] | (1447/1266/26) | 2738
[50.938, 55.619] | (1447/1267/26) | 2739
[50.919, 55.600] | (1447/1268/26) | 2740
[50.900, 55.580] | (1447/1269/26) | 2741
[50.918, 55.596] | (1448/1269/26) | 2742
[50.936, 55.613] | (1449/1269/26) | 2743
[50.953, 55.629] | (1450/1269/26) | 2744
[50.934, 55.609] | (1450/1270/26) | 2745
[50.952, 55.626] | (1451/1270/26) | 2746
[50.933, 55.606] | (1451/1271/26) | 2747
[50.950, 55.622] | (1452/1271/26) | 2748
[50.968, 55.639] | (1453/1271/26) | 2749
[50.985, 55.655] | (1454/1271/26) | 2750
[50.967, 55.635] | (1454/1272/26) | 2751
[50.984, 55.652] | (1455/1272/26) | 2752
[50.965, 55.632] | (1455/1273/26) | 2753
[50.946, 55.612] | (1455/1274/26) | 2754
[50.964, 55.628] | (1456/1274/26) | 2755
[50.981, 55.645] | (1457/1274/26) | 2756
[50.962, 55.625] | (1457/1275/26) | 2757
[50.944, 55.605] | (1457/1276/26) | 2758
[50.925, 55.586] | (1457/1277/26) | 2759
[50.906, 55.566] | (1457/1278/26) | 2760
[50.887, 55.546] | (1457/1279/26) | 2761
[50.905, 55.563] | (1458/1279/26) | 2762
[50.922, 55.579] | (1459/1279/26) | 2763
[50.940, 55.595] | (1460/1279/26) | 2764
[50.957, 55.612] | (1461/1279/26) | 2765
[50.974, 55.628] | (1462/1279/26) | 2766
[50.992, 55.644] | (1463/1279/26) | 2767
[50.973, 55.624] | (1463/1280/26) | 2768
[50.990, 55.641] | (1464/1280/26) | 2769
[51.008, 55.657] | (1465/1280/26) | 2770
[51.025, 55.673] | (1466/1280/26) | 2771
[51.042, 55.690] | (1467/1280/26) | 2772
[51.060, 55.706] | (1468/1280/26) | 2773
[51.041, 55.686] | (1468/1281/26) | 2774
[51.058, 55.702] | (1469/1281/26) | 2775
[51.040, 55.683] | (1469/1282/26) | 2776
[51.057, 55.699] | (1470/1282/26) | 2777
[51.074, 55.715] | (1471/1282/26) | 2778
[51.055, 55.696] | (1471/1283/26) | 2779
[51.073, 55.712] | (1472/1283/26) | 2780
[51.054, 55.692] | (1472/1284/26) | 2781
[51.035, 55.672] | (1472/1285/26) | 2782
[51.017, 55.653] | (1472/1286/26) | 2783
[50.998, 55.633] | (1472/1287/26) | 2784
[51.015, 55.650] | (1473/1287/26) | 2785
[50.997, 55.630] | (1473/1288/26) | 2786
[51.014, 55.646] | (1474/1288/26) | 2787
[50.995, 55.627] | (1474/1289/26) | 2788
[50.977, 55.607] | (1474/1290/26) | 2789
[50.994, 55.623] | (1475/1290/26) | 2790
[51.011, 55.639] | (1476/1290/26) | 2791
[51.028, 55.656] | (1477/1290/26) | 2792
[51.045, 55.672] | (1478/1290/26) | 2793
[51.063, 55.688] | (1479/1290/26) | 2794
[51.044, 55.668] | (1479/1291/26) | 2795
[51.061, 55.684] | (1480/1291/26) | 2796
[51.043, 55.665] | (1480/1292/26) | 2797
[51.060, 55.681] | (1481/1292/26) | 2798
[51.041, 55.662] | (1481/1293/26) | 2799
[51.058, 55.678] | (1482/1293/26) | 2800
[51.076, 55.694] | (1483/1293/26) | 2801
[51.057, 55.674] | (1483/1294/26) | 2802
[51.038, 55.655] | (1483/1295/26) | 2803
[51.020, 55.635] | (1483/1296/26) | 2804
[51.037, 55.651] | (1484/1296/26) | 2805
[51.054, 55.668] | (1485/1296/26) | 2806
[51.071, 55.684] | (1486/1296/26) | 2807
[51.053, 55.664] | (1486/1297/26) | 2808
[51.070, 55.680] | (1487/1297/26) | 2809
[51.051, 55.661] | (1487/1298/26) | 2810
[51.033, 55.641] | (1487/1299/26) | 2811
[51.014, 55.622] | (1487/1300/26) | 2812
[51.031, 55.638] | (1488/1300/26) | 2813
[51.049, 55.654] | (1489/1300/26) | 2814
[51.066, 55.670] | (1490/1300/26) | 2815
[51.083, 55.686] | (1491/1300/26) | 2816
[51.064, 55.667] | (1491/1301/26) | 2817
[51.081, 55.683] | (1492/1301/26) | 2818
[51.063, 55.663] | (1492/1302/26) | 2819
[51.080, 55.679] | (1493/1302/26) | 2820
[51.097, 55.695] | (1494/1302/26) | 2821
[51.114, 55.711] | (1495/1302/26) | 2822
[51.095, 55.692] | (1495/1303/26) | 2823
[51.077, 55.673] | (1495/1304/26) | 2824
[51.059, 55.653] | (1495/1305/26) | 2825
[51.076, 55.669] | (1496/1305/26) | 2826
[51.057, 55.650] | (1496/1306/26) | 2827
[51.074, 55.666] | (1497/1306/26) | 2828
[51.056, 55.647] | (1497/1307/26) | 2829
[51.073, 55.663] | (1498/1307/26) | 2830
[51.054, 55.643] | (1498/1308/26) | 2831
[51.071, 55.659] | (1499/1308/26) | 2832
[51.088, 55.675] | (1500/1308/26) | 2833
[51.070, 55.656] | (1500/1309/26) | 2834
[51.087, 55.672] | (1501/1309/26) | 2835
[51.069, 55.653] | (1501/1310/26) | 2836
[51.085, 55.668] | (1502/1310/26) | 2837
[51.102, 55.684] | (1503/1310/26) | 2838
[51.119, 55.700] | (1504/1310/26) | 2839
[51.136, 55.716] | (1505/1310/26) | 2840
[51.118, 55.697] | (1505/1311/26) | 2841
[51.100, 55.678] | (1505/1312/26) | 2842
[51.116, 55.693] | (1506/1312/26) | 2843
[51.098, 55.674] | (1506/1313/26) | 2844
[51.115, 55.690] | (1507/1313/26) | 2845
[51.132, 55.706] | (1508/1313/26) | 2846
[51.149, 55.722] | (1509/1313/26) | 2847
[51.130, 55.703] | (1509/1314/26) | 2848
[51.112, 55.683] | (1509/1315/26) | 2849
[51.094, 55.664] | (1509/1316/26) | 2850
[51.076, 55.645] | (1509/1317/26) | 2851
[51.092, 55.661] | (1510/1317/26) | 2852
[51.109, 55.677] | (1511/1317/26) | 2853
[51.091, 55.693] | (1511/1317/27) | 2854
[51.108, 55.708] | (1512/1317/27) | 2855
[51.090, 55.689] | (1512/1318/27) | 2856
[51.071, 55.670] | (1512/1319/27) | 2857
[51.053, 55.651] | (1512/1320/27) | 2858
[51.035, 55.632] | (1512/1321/27) | 2859
[51.017, 55.613] | (1512/1322/27) | 2860
[51.034, 55.629] | (1513/1322/27) | 2861
[51.016, 55.610] | (1513/1323/27) | 2862
[50.997, 55.591] | (1513/1324/27) | 2863
[50.979, 55.572] | (1513/1325/27) | 2864
[50.996, 55.587] | (1514/1325/27) | 2865
[50.978, 55.568] | (1514/1326/27) | 2866
[50.960, 55.549] | (1514/1327/27) | 2867
[50.977, 55.565] | (1515/1327/27) | 2868
[50.993, 55.581] | (1516/1327/27) | 2869
[51.010, 55.597] | (1517/1327/27) | 2870
[51.027, 55.612] | (1518/1327/27) | 2871
[51.044, 55.628] | (1519/1327/27) | 2872
[51.026, 55.609] | (1519/1328/27) | 2873
[51.042, 55.625] | (1520/1328/27) | 2874
[51.059, 55.640] | (1521/1328/27) | 2875
[51.076, 55.656] | (1522/1328/27) | 2876
[51.058, 55.637] | (1522/1329/27) | 2877
[51.040, 55.618] | (1522/1330/27) | 2878
[51.021, 55.599] | (1522/1331/27) | 2879
[51.038, 55.615] | (1523/1331/27) | 2880
[51.055, 55.631] | (1524/1331/27) | 2881
[51.037, 55.612] | (1524/1332/27) | 2882
[51.053, 55.627] | (1525/1332/27) | 2883
[51.070, 55.643] | (1526/1332/27) | 2884
[51.052, 55.624] | (1526/1333/27) | 2885
[51.069, 55.640] | (1527/1333/27) | 2886
[51.051, 55.621] | (1527/1334/27) | 2887
[51.033, 55.602] | (1527/1335/27) | 2888
[51.015, 55.583] | (1527/1336/27) | 2889
[51.031, 55.599] | (1528/1336/27) | 2890
[51.013, 55.580] | (1528/1337/27) | 2891
[51.030, 55.596] | (1529/1337/27) | 2892
[51.047, 55.611] | (1530/1337/27) | 2893
[51.063, 55.627] | (1531/1337/27) | 2894
[51.045, 55.608] | (1531/1338/27) | 2895
[51.062, 55.624] | (1532/1338/27) | 2896
[51.044, 55.605] | (1532/1339/27) | 2897
[51.026, 55.586] | (1532/1340/27) | 2898
[51.008, 55.567] | (1532/1341/27) | 2899
[51.025, 55.583] | (1533/1341/27) | 2900
[51.007, 55.564] | (1533/1342/27) | 2901
[51.023, 55.579] | (1534/1342/27) | 2902
[51.040, 55.595] | (1535/1342/27) | 2903
[51.022, 55.576] | (1535/1343/27) | 2904
[51.039, 55.592] | (1536/1343/27) | 2905
[51.021, 55.573] | (1536/1344/27) | 2906
[51.003, 55.554] | (1536/1345/27) | 2907
[50.985, 55.536] | (1536/1346/27) | 2908
[50.967, 55.517] | (1536/1347/27) | 2909
[50.949, 55.498] | (1536/1348/27) | 2910
[50.966, 55.514] | (1537/1348/27) | 2911
[50.948, 55.495] | (1537/1349/27) | 2912
[50.965, 55.511] | (1538/1349/27) | 2913
[50.947, 55.492] | (1538/1350/27) | 2914
[50.963, 55.507] | (1539/1350/27) | 2915
[50.946, 55.489] | (1539/1351/27) | 2916
[50.962, 55.504] | (1540/1351/27) | 2917
[50.979, 55.520] | (1541/1351/27) | 2918
[50.961, 55.501] | (1541/1352/27) | 2919
[50.977, 55.517] | (1542/1352/27) | 2920
[50.994, 55.532] | (1543/1352/27) | 2921
[51.010, 55.548] | (1544/1352/27) | 2922
[50.992, 55.529] | (1544/1353/27) | 2923
[51.009, 55.544] | (1545/1353/27) | 2924
[50.991, 55.526] | (1545/1354/27) | 2925
[51.008, 55.541] | (1546/1354/27) | 2926
[50.990, 55.523] | (1546/1355/27) | 2927
[51.006, 55.538] | (1547/1355/27) | 2928
[51.023, 55.554] | (1548/1355/27) | 2929
[51.005, 55.535] | (1548/1356/27) | 2930
[51.021, 55.550] | (1549/1356/27) | 2931
[51.038, 55.566] | (1550/1356/27) | 2932
[51.020, 55.547] | (1550/1357/27) | 2933
[51.002, 55.529] | (1550/1358/27) | 2934
[50.985, 55.510] | (1550/1359/27) | 2935
[51.001, 55.526] | (1551/1359/27) | 2936
[51.017, 55.541] | (1552/1359/27) | 2937
[51.034, 55.556] | (1553/1359/27) | 2938
[51.016, 55.538] | (1553/1360/27) | 2939
[50.998, 55.519] | (1553/1361/27) | 2940
[51.015, 55.535] | (1554/1361/27) | 2941
[51.031, 55.550] | (1555/1361/27) | 2942
[51.013, 55.531] | (1555/1362/27) | 2943
[51.030, 55.547] | (1556/1362/27) | 2944
[51.012, 55.528] | (1556/1363/27) | 2945
[51.029, 55.544] | (1557/1363/27) | 2946
[51.045, 55.559] | (1558/1363/27) | 2947
[51.061, 55.574] | (1559/1363/27) | 2948
[51.044, 55.556] | (1559/1364/27) | 2949
[51.026, 55.537] | (1559/1365/27) | 2950
[51.042, 55.553] | (1560/1365/27) | 2951
[51.058, 55.568] | (1561/1365/27) | 2952
[51.041, 55.550] | (1561/1366/27) | 2953
[51.023, 55.531] | (1561/1367/27) | 2954
[51.006, 55.513] | (1561/1368/27) | 2955
[50.988, 55.494] | (1561/1369/27) | 2956
[50.971, 55.476] | (1561/1370/27) | 2957
[50.987, 55.491] | (1562/1370/27) | 2958
[50.969, 55.473] | (1562/1371/27) | 2959
[50.986, 55.488] | (1563/1371/27) | 2960
[51.002, 55.503] | (1564/1371/27) | 2961
[50.984, 55.485] | (1564/1372/27) | 2962
[51.001, 55.500] | (1565/1372/27) | 2963
[50.983, 55.482] | (1565/1373/27) | 2964
[50.999, 55.497] | (1566/1373/27) | 2965
[50.982, 55.479] | (1566/1374/27) | 2966
[50.998, 55.494] | (1567/1374/27) | 2967
[51.014, 55.509] | (1568/1374/27) | 2968
[51.030, 55.525] | (1569/1374/27) | 2969
[51.013, 55.506] | (1569/1375/27) | 2970
[51.029, 55.522] | (1570/1375/27) | 2971
[51.012, 55.503] | (1570/1376/27) | 2972
[51.028, 55.518] | (1571/1376/27) | 2973
[51.044, 55.534] | (1572/1376/27) | 2974
[51.027, 55.515] | (1572/1377/27) | 2975
[51.043, 55.530] | (1573/1377/27) | 2976
[51.059, 55.546] | (1574/1377/27) | 2977
[51.075, 55.561] | (1575/1377/27) | 2978
[51.091, 55.576] | (1576/1377/27) | 2979
[51.074, 55.558] | (1576/1378/27) | 2980
[51.090, 55.573] | (1577/1378/27) | 2981
[51.072, 55.555] | (1577/1379/27) | 2982
[51.088, 55.570] | (1578/1379/27) | 2983
[51.071, 55.551] | (1578/1380/27) | 2984
[51.087, 55.567] | (1579/1380/27) | 2985
[51.070, 55.548] | (1579/1381/27) | 2986
[51.086, 55.563] | (1580/1381/27) | 2987
[51.102, 55.579] | (1581/1381/27) | 2988
[51.084, 55.560] | (1581/1382/27) | 2989
[51.067, 55.542] | (1581/1383/27) | 2990
[51.050, 55.524] | (1581/1384/27) | 2991
[51.032, 55.506] | (1581/1385/27) | 2992
[51.015, 55.488] | (1581/1386/27) | 2993
[50.998, 55.469] | (1581/1387/27) | 2994
[51.014, 55.485] | (1582/1387/27) | 2995
[50.996, 55.466] | (1582/1388/27) | 2996
[50.979, 55.448] | (1582/1389/27) | 2997
[50.962, 55.430] | (1582/1390/27) | 2998
[50.978, 55.445] | (1583/1390/27) | 2999
[50.994, 55.460] | (1584/1390/27) | 3000
[50.977, 55.475] | (1584/1390/28) | 3001
[50.959, 55.457] | (1584/1391/28) | 3002
[50.942, 55.439] | (1584/1392/28) | 3003
[50.925, 55.421] | (1584/1393/28) | 3004
[50.907, 55.403] | (1584/1394/28) | 3005
[50.890, 55.385] | (1584/1395/28) | 3006
[50.873, 55.367] | (1584/1396/28) | 3007
[50.889, 55.382] | (1585/1396/28) | 3008
[50.872, 55.364] | (1585/1397/28) | 3009
[50.855, 55.346] | (1585/1398/28) | 3010
[50.837, 55.328] | (1585/1399/28) | 3011
[50.820, 55.310] | (1585/1400/28) | 3012
[50.836, 55.325] | (1586/1400/28) | 3013
[50.852, 55.340] | (1587/1400/28) | 3014
[50.835, 55.322] | (1587/1401/28) | 3015
[50.818, 55.304] | (1587/1402/28) | 3016
[50.801, 55.286] | (1587/1403/28) | 3017
[50.784, 55.268] | (1587/1404/28) | 3018
[50.767, 55.250] | (1587/1405/28) | 3019
[50.749, 55.232] | (1587/1406/28) | 3020
[50.765, 55.247] | (1588/1406/28) | 3021
[50.781, 55.262] | (1589/1406/28) | 3022
[50.764, 55.245] | (1589/1407/28) | 3023
[50.747, 55.227] | (1589/1408/28) | 3024
[50.763, 55.242] | (1590/1408/28) | 3025
[50.746, 55.224] | (1590/1409/28) | 3026
[50.762, 55.239] | (1591/1409/28) | 3027
[50.745, 55.221] | (1591/1410/28) | 3028
[50.728, 55.203] | (1591/1411/28) | 3029
[50.744, 55.218] | (1592/1411/28) | 3030
[50.760, 55.233] | (1593/1411/28) | 3031
[50.743, 55.215] | (1593/1412/28) | 3032
[50.726, 55.197] | (1593/1413/28) | 3033
[50.742, 55.212] | (1594/1413/28) | 3034
[50.725, 55.195] | (1594/1414/28) | 3035
[50.741, 55.210] | (1595/1414/28) | 3036
[50.757, 55.224] | (1596/1414/28) | 3037
[50.740, 55.207] | (1596/1415/28) | 3038
[50.723, 55.189] | (1596/1416/28) | 3039
[50.706, 55.171] | (1596/1417/28) | 3040
[50.722, 55.186] | (1597/1417/28) | 3041
[50.738, 55.201] | (1598/1417/28) | 3042
[50.754, 55.216] | (1599/1417/28) | 3043
[50.769, 55.231] | (1600/1417/28) | 3044
[50.785, 55.246] | (1601/1417/28) | 3045
[50.768, 55.228] | (1601/1418/28) | 3046
[50.784, 55.243] | (1602/1418/28) | 3047
[50.767, 55.225] | (1602/1419/28) | 3048
[50.750, 55.207] | (1602/1420/28) | 3049
[50.733, 55.190] | (1602/1421/28) | 3050
[50.749, 55.205] | (1603/1421/28) | 3051
[50.765, 55.220] | (1604/1421/28) | 3052
[50.748, 55.202] | (1604/1422/28) | 3053
[50.731, 55.184] | (1604/1423/28) | 3054
[50.747, 55.199] | (1605/1423/28) | 3055
[50.763, 55.214] | (1606/1423/28) | 3056
[50.779, 55.229] | (1607/1423/28) | 3057
[50.795, 55.244] | (1608/1423/28) | 3058
[50.810, 55.259] | (1609/1423/28) | 3059
[50.793, 55.241] | (1609/1424/28) | 3060
[50.809, 55.256] | (1610/1424/28) | 3061
[50.792, 55.238] | (1610/1425/28) | 3062
[50.808, 55.253] | (1611/1425/28) | 3063
[50.824, 55.268] | (1612/1425/28) | 3064
[50.807, 55.250] | (1612/1426/28) | 3065
[50.823, 55.265] | (1613/1426/28) | 3066
[50.839, 55.280] | (1614/1426/28) | 3067
[50.822, 55.262] | (1614/1427/28) | 3068
[50.805, 55.244] | (1614/1428/28) | 3069
[50.821, 55.259] | (1615/1428/28) | 3070
[50.804, 55.241] | (1615/1429/28) | 3071
[50.819, 55.256] | (1616/1429/28) | 3072
[50.835, 55.271] | (1617/1429/28) | 3073
[50.818, 55.253] | (1617/1430/28) | 3074
[50.834, 55.268] | (1618/1430/28) | 3075
[50.817, 55.251] | (1618/1431/28) | 3076
[50.800, 55.233] | (1618/1432/28) | 3077
[50.816, 55.248] | (1619/1432/28) | 3078
[50.799, 55.230] | (1619/1433/28) | 3079
[50.783, 55.213] | (1619/1434/28) | 3080
[50.766, 55.195] | (1619/1435/28) | 3081
[50.749, 55.177] | (1619/1436/28) | 3082
[50.732, 55.160] | (1619/1437/28) | 3083
[50.748, 55.175] | (1620/1437/28) | 3084
[50.731, 55.157] | (1620/1438/28) | 3085
[50.714, 55.140] | (1620/1439/28) | 3086
[50.698, 55.122] | (1620/1440/28) | 3087
[50.681, 55.105] | (1620/1441/28) | 3088
[50.664, 55.087] | (1620/1442/28) | 3089
[50.680, 55.102] | (1621/1442/28) | 3090
[50.663, 55.084] | (1621/1443/28) | 3091
[50.679, 55.099] | (1622/1443/28) | 3092
[50.695, 55.114] | (1623/1443/28) | 3093
[50.710, 55.129] | (1624/1443/28) | 3094
[50.694, 55.111] | (1624/1444/28) | 3095
[50.709, 55.126] | (1625/1444/28) | 3096
[50.693, 55.108] | (1625/1445/28) | 3097
[50.708, 55.123] | (1626/1445/28) | 3098
[50.724, 55.138] | (1627/1445/28) | 3099
[50.740, 55.153] | (1628/1445/28) | 3100
[50.723, 55.135] | (1628/1446/28) | 3101
[50.706, 55.118] | (1628/1447/28) | 3102
[50.722, 55.132] | (1629/1447/28) | 3103
[50.737, 55.147] | (1630/1447/28) | 3104
[50.753, 55.162] | (1631/1447/28) | 3105
[50.736, 55.144] | (1631/1448/28) | 3106
[50.752, 55.159] | (1632/1448/28) | 3107
[50.768, 55.174] | (1633/1448/28) | 3108
[50.783, 55.188] | (1634/1448/28) | 3109
[50.799, 55.203] | (1635/1448/28) | 3110
[50.782, 55.186] | (1635/1449/28) | 3111
[50.765, 55.168] | (1635/1450/28) | 3112
[50.781, 55.183] | (1636/1450/28) | 3113
[50.796, 55.197] | (1637/1450/28) | 3114
[50.812, 55.212] | (1638/1450/28) | 3115
[50.795, 55.195] | (1638/1451/28) | 3116
[50.779, 55.177] | (1638/1452/28) | 3117
[50.762, 55.160] | (1638/1453/28) | 3118
[50.778, 55.175] | (1639/1453/28) | 3119
[50.793, 55.189] | (1640/1453/28) | 3120
[50.777, 55.172] | (1640/1454/28) | 3121
[50.792, 55.186] | (1641/1454/28) | 3122
[50.808, 55.201] | (1642/1454/28) | 3123
[50.823, 55.216] | (1643/1454/28) | 3124
[50.839, 55.230] | (1644/1454/28) | 3125
[50.854, 55.245] | (1645/1454/28) | 3126
[50.870, 55.259] | (1646/1454/28) | 3127
[50.885, 55.274] | (1647/1454/28) | 3128
[50.900, 55.288] | (1648/1454/28) | 3129
[50.884, 55.271] | (1648/1455/28) | 3130
[50.867, 55.254] | (1648/1456/28) | 3131
[50.883, 55.268] | (1649/1456/28) | 3132
[50.898, 55.283] | (1650/1456/28) | 3133
[50.882, 55.265] | (1650/1457/28) | 3134
[50.897, 55.280] | (1651/1457/28) | 3135
[50.880, 55.262] | (1651/1458/28) | 3136
[50.896, 55.277] | (1652/1458/28) | 3137
[50.911, 55.291] | (1653/1458/28) | 3138
[50.927, 55.306] | (1654/1458/28) | 3139
[50.942, 55.320] | (1655/1458/28) | 3140
[50.925, 55.303] | (1655/1459/28) | 3141
[50.909, 55.286] | (1655/1460/28) | 3142
[50.892, 55.269] | (1655/1461/28) | 3143
[50.908, 55.283] | (1656/1461/28) | 3144
[50.923, 55.297] | (1657/1461/28) | 3145
[50.938, 55.312] | (1658/1461/28) | 3146
[50.954, 55.326] | (1659/1461/28) | 3147
[50.969, 55.341] | (1660/1461/28) | 3148
[50.984, 55.355] | (1661/1461/28) | 3149
[50.968, 55.338] | (1661/1462/28) | 3150
[50.983, 55.352] | (1662/1462/28) | 3151
[50.967, 55.335] | (1662/1463/28) | 3152
[50.982, 55.349] | (1663/1463/28) | 3153
[50.997, 55.364] | (1664/1463/28) | 3154
[51.013, 55.378] | (1665/1463/28) | 3155
[50.996, 55.361] | (1665/1464/28) | 3156
[50.980, 55.344] | (1665/1465/28) | 3157
[50.963, 55.327] | (1665/1466/28) | 3158
[50.947, 55.309] | (1665/1467/28) | 3159
[50.930, 55.292] | (1665/1468/28) | 3160
[50.946, 55.307] | (1666/1468/28) | 3161
[50.929, 55.289] | (1666/1469/28) | 3162
[50.945, 55.304] | (1667/1469/28) | 3163
[50.960, 55.318] | (1668/1469/28) | 3164
[50.975, 55.333] | (1669/1469/28) | 3165
[50.990, 55.347] | (1670/1469/28) | 3166
[51.005, 55.361] | (1671/1469/28) | 3167
[51.021, 55.375] | (1672/1469/28) | 3168
[51.036, 55.390] | (1673/1469/28) | 3169
[51.019, 55.373] | (1673/1470/28) | 3170
[51.003, 55.356] | (1673/1471/28) | 3171
[50.987, 55.338] | (1673/1472/28) | 3172
[51.002, 55.353] | (1674/1472/28) | 3173
[51.017, 55.367] | (1675/1472/28) | 3174
[51.032, 55.381] | (1676/1472/28) | 3175
[51.016, 55.364] | (1676/1473/28) | 3176
[51.031, 55.378] | (1677/1473/28) | 3177
[51.046, 55.393] | (1678/1473/28) | 3178
[51.061, 55.407] | (1679/1473/28) | 3179
[51.045, 55.390] | (1679/1474/28) | 3180
[51.060, 55.404] | (1680/1474/28) | 3181
[51.075, 55.418] | (1681/1474/28) | 3182
[51.059, 55.401] | (1681/1475/28) | 3183
[51.043, 55.384] | (1681/1476/28) | 3184
[51.026, 55.367] | (1681/1477/28) | 3185
[51.010, 55.350] | (1681/1478/28) | 3186
[51.025, 55.364] | (1682/1478/28) | 3187
[51.009, 55.347] | (1682/1479/28) | 3188
[51.024, 55.361] | (1683/1479/28) | 3189
[51.039, 55.376] | (1684/1479/28) | 3190
[51.054, 55.390] | (1685/1479/28) | 3191
[51.069, 55.404] | (1686/1479/28) | 3192
[51.084, 55.418] | (1687/1479/28) | 3193
[51.068, 55.401] | (1687/1480/28) | 3194
[51.052, 55.384] | (1687/1481/28) | 3195
[51.035, 55.367] | (1687/1482/28) | 3196
[51.019, 55.350] | (1687/1483/28) | 3197
[51.034, 55.364] | (1688/1483/28) | 3198
[51.018, 55.347] | (1688/1484/28) | 3199
[51.033, 55.362] | (1689/1484/28) | 3200
[51.017, 55.345] | (1689/1485/28) | 3201
[51.032, 55.359] | (1690/1485/28) | 3202
[51.016, 55.342] | (1690/1486/28) | 3203
[51.031, 55.356] | (1691/1486/28) | 3204
[51.046, 55.370] | (1692/1486/28) | 3205
[51.029, 55.353] | (1692/1487/28) | 3206
[51.044, 55.367] | (1693/1487/28) | 3207
[51.059, 55.382] | (1694/1487/28) | 3208
[51.074, 55.396] | (1695/1487/28) | 3209
[51.089, 55.410] | (1696/1487/28) | 3210
[51.104, 55.424] | (1697/1487/28) | 3211
[51.119, 55.438] | (1698/1487/28) | 3212
[51.103, 55.421] | (1698/1488/28) | 3213
[51.087, 55.404] | (1698/1489/28) | 3214
[51.102, 55.418] | (1699/1489/28) | 3215
[51.117, 55.432] | (1700/1489/28) | 3216
[51.101, 55.415] | (1700/1490/28) | 3217
[51.085, 55.398] | (1700/1491/28) | 3218
[51.099, 55.413] | (1701/1491/28) | 3219
[51.114, 55.427] | (1702/1491/28) | 3220
[51.098, 55.410] | (1702/1492/28) | 3221
[51.113, 55.424] | (1703/1492/28) | 3222
[51.128, 55.438] | (1704/1492/28) | 3223
[51.112, 55.421] | (1704/1493/28) | 3224
[51.096, 55.404] | (1704/1494/28) | 3225
[51.080, 55.387] | (1704/1495/28) | 3226
[51.095, 55.401] | (1705/1495/28) | 3227
[51.079, 55.384] | (1705/1496/28) | 3228
[51.093, 55.398] | (1706/1496/28) | 3229
[51.108, 55.413] | (1707/1496/28) | 3230
[51.092, 55.396] | (1707/1497/28) | 3231
[51.076, 55.379] | (1707/1498/28) | 3232
[51.060, 55.362] | (1707/1499/28) | 3233
[51.044, 55.376] | (1707/1499/29) | 3234
[51.028, 55.359] | (1707/1500/29) | 3235
[51.043, 55.373] | (1708/1500/29) | 3236
[51.058, 55.387] | (1709/1500/29) | 3237
[51.073, 55.401] | (1710/1500/29) | 3238
[51.056, 55.385] | (1710/1501/29) | 3239
[51.071, 55.398] | (1711/1501/29) | 3240
[51.086, 55.412] | (1712/1501/29) | 3241
[51.101, 55.426] | (1713/1501/29) | 3242
[51.116, 55.440] | (1714/1501/29) | 3243
[51.100, 55.424] | (1714/1502/29) | 3244
[51.115, 55.438] | (1715/1502/29) | 3245
[51.129, 55.451] | (1716/1502/29) | 3246
[51.144, 55.465] | (1717/1502/29) | 3247
[51.128, 55.449] | (1717/1503/29) | 3248
[51.112, 55.432] | (1717/1504/29) | 3249
[51.127, 55.446] | (1718/1504/29) | 3250
[51.142, 55.460] | (1719/1504/29) | 3251
[51.126, 55.443] | (1719/1505/29) | 3252
[51.110, 55.426] | (1719/1506/29) | 3253
[51.125, 55.440] | (1720/1506/29) | 3254
[51.139, 55.454] | (1721/1506/29) | 3255
[51.123, 55.437] | (1721/1507/29) | 3256
[51.138, 55.451] | (1722/1507/29) | 3257
