Calculating solvability percentage...

[Lower Bound, Upper Bound] | (Solvable/Unsolvable/Intractable) | Current seed
[50.921, 56.889] | (725/619/9) | 1352
[50.882, 56.848] | (725/620/9) | 1353
[50.844, 56.807] | (725/621/9) | 1354
[50.805, 56.767] | (725/622/9) | 1355
[50.767, 56.726] | (725/623/9) | 1356
[50.802, 56.759] | (726/623/9) | 1357
[50.764, 56.718] | (726/624/9) | 1358
[50.799, 56.751] | (727/624/9) | 1359
[50.834, 56.783] | (728/624/9) | 1360
[50.796, 56.743] | (728/625/9) | 1361
[50.757, 56.702] | (728/626/9) | 1362
[50.719, 56.662] | (728/627/9) | 1363
[50.681, 56.622] | (728/628/9) | 1364
[50.643, 56.582] | (728/629/9) | 1365
[50.605, 56.542] | (728/630/9) | 1366
[50.567, 56.501] | (728/631/9) | 1367
[50.602, 56.534] | (729/631/9) | 1368
[50.637, 56.566] | (730/631/9) | 1369
[50.672, 56.599] | (731/631/9) | 1370
[50.707, 56.631] | (732/631/9) | 1371
[50.669, 56.591] | (732/632/9) | 1372
[50.631, 56.551] | (732/633/9) | 1373
[50.594, 56.511] | (732/634/9) | 1374
[50.556, 56.471] | (732/635/9) | 1375
[50.518, 56.432] | (732/636/9) | 1376
[50.481, 56.392] | (732/637/9) | 1377
[50.516, 56.424] | (733/637/9) | 1378
[50.478, 56.385] | (733/638/9) | 1379
[50.513, 56.417] | (734/638/9) | 1380
[50.548, 56.449] | (735/638/9) | 1381
[50.583, 56.481] | (736/638/9) | 1382
[50.617, 56.514] | (737/638/9) | 1383
[50.652, 56.546] | (738/638/9) | 1384
[50.615, 56.506] | (738/639/9) | 1385
[50.649, 56.538] | (739/639/9) | 1386
[50.612, 56.499] | (739/640/9) | 1387
[50.574, 56.459] | (739/641/9) | 1388
[50.537, 56.420] | (739/642/9) | 1389
[50.572, 56.452] | (740/642/9) | 1390
[50.606, 56.484] | (741/642/9) | 1391
[50.569, 56.444] | (741/643/9) | 1392
[50.604, 56.476] | (742/643/9) | 1393
[50.566, 56.437] | (742/644/9) | 1394
[50.601, 56.469] | (743/644/9) | 1395
[50.635, 56.501] | (744/644/9) | 1396
[50.598, 56.462] | (744/645/9) | 1397
[50.561, 56.494] | (744/645/10) | 1398
[50.524, 56.454] | (744/646/10) | 1399
[50.558, 56.486] | (745/646/10) | 1400
[50.593, 56.518] | (746/646/10) | 1401
[50.556, 56.479] | (746/647/10) | 1402
[50.590, 56.511] | (747/647/10) | 1403
[50.553, 56.472] | (747/648/10) | 1404
[50.587, 56.503] | (748/648/10) | 1405
[50.550, 56.464] | (748/649/10) | 1406
[50.584, 56.496] | (749/649/10) | 1407
[50.548, 56.457] | (749/650/10) | 1408
[50.582, 56.489] | (750/650/10) | 1409
[50.616, 56.520] | (751/650/10) | 1410
[50.650, 56.552] | (752/650/10) | 1411
[50.684, 56.583] | (753/650/10) | 1412
[50.718, 56.614] | (754/650/10) | 1413
[50.752, 56.646] | (755/650/10) | 1414
[50.715, 56.607] | (755/651/10) | 1415
[50.749, 56.638] | (756/651/10) | 1416
[50.783, 56.670] | (757/651/10) | 1417
[50.746, 56.631] | (757/652/10) | 1418
[50.780, 56.662] | (758/652/10) | 1419
[50.814, 56.693] | (759/652/10) | 1420
[50.847, 56.724] | (760/652/10) | 1421
[50.881, 56.755] | (761/652/10) | 1422
[50.915, 56.786] | (762/652/10) | 1423
[50.948, 56.817] | (763/652/10) | 1424
[50.912, 56.779] | (763/653/10) | 1425
[50.945, 56.810] | (764/653/10) | 1426
[50.979, 56.841] | (765/653/10) | 1427
[50.942, 56.802] | (765/654/10) | 1428
[50.905, 56.764] | (765/655/10) | 1429
[50.869, 56.725] | (765/656/10) | 1430
[50.902, 56.756] | (766/656/10) | 1431
[50.866, 56.718] | (766/657/10) | 1432
[50.829, 56.679] | (766/658/10) | 1433
[50.863, 56.710] | (767/658/10) | 1434
[50.826, 56.672] | (767/659/10) | 1435
[50.860, 56.702] | (768/659/10) | 1436
[50.893, 56.733] | (769/659/10) | 1437
[50.857, 56.695] | (769/660/10) | 1438
[50.890, 56.726] | (770/660/10) | 1439
[50.854, 56.688] | (770/661/10) | 1440
[50.818, 56.649] | (770/662/10) | 1441
[50.851, 56.680] | (771/662/10) | 1442
[50.815, 56.642] | (771/663/10) | 1443
[50.848, 56.673] | (772/663/10) | 1444
[50.881, 56.703] | (773/663/10) | 1445
[50.914, 56.734] | (774/663/10) | 1446
[50.878, 56.696] | (774/664/10) | 1447
[50.842, 56.658] | (774/665/10) | 1448
[50.806, 56.620] | (774/666/10) | 1449
[50.770, 56.582] | (774/667/10) | 1450
[50.734, 56.544] | (774/668/10) | 1451
[50.767, 56.575] | (775/668/10) | 1452
[50.731, 56.537] | (775/669/10) | 1453
[50.764, 56.568] | (776/669/10) | 1454
[50.797, 56.598] | (777/669/10) | 1455
[50.830, 56.629] | (778/669/10) | 1456
[50.795, 56.591] | (778/670/10) | 1457
[50.759, 56.553] | (778/671/10) | 1458
[50.792, 56.584] | (779/671/10) | 1459
[50.825, 56.614] | (780/671/10) | 1460
[50.857, 56.644] | (781/671/10) | 1461
[50.890, 56.675] | (782/671/10) | 1462
[50.854, 56.637] | (782/672/10) | 1463
[50.819, 56.599] | (782/673/10) | 1464
[50.851, 56.630] | (783/673/10) | 1465
[50.884, 56.660] | (784/673/10) | 1466
[50.849, 56.622] | (784/674/10) | 1467
[50.881, 56.653] | (785/674/10) | 1468
[50.914, 56.683] | (786/674/10) | 1469
[50.878, 56.645] | (786/675/10) | 1470
[50.843, 56.608] | (786/676/10) | 1471
[50.875, 56.638] | (787/676/10) | 1472
[50.908, 56.668] | (788/676/10) | 1473
[50.940, 56.698] | (789/676/10) | 1474
[50.973, 56.728] | (790/676/10) | 1475
[51.005, 56.758] | (791/676/10) | 1476
[51.037, 56.788] | (792/676/10) | 1477
[51.070, 56.818] | (793/676/10) | 1478
[51.102, 56.848] | (794/676/10) | 1479
[51.066, 56.810] | (794/677/10) | 1480
[51.031, 56.773] | (794/678/10) | 1481
[51.063, 56.803] | (795/678/10) | 1482
[51.028, 56.766] | (795/679/10) | 1483
[50.993, 56.729] | (795/680/10) | 1484
[51.025, 56.759] | (796/680/10) | 1485
[50.990, 56.721] | (796/681/10) | 1486
[50.955, 56.684] | (796/682/10) | 1487
[50.987, 56.714] | (797/682/10) | 1488
[51.019, 56.744] | (798/682/10) | 1489
[50.984, 56.707] | (798/683/10) | 1490
[50.949, 56.670] | (798/684/10) | 1491
[50.914, 56.633] | (798/685/10) | 1492
[50.946, 56.663] | (799/685/10) | 1493
[50.911, 56.626] | (799/686/10) | 1494
[50.876, 56.589] | (799/687/10) | 1495
[50.908, 56.619] | (800/687/10) | 1496
[50.873, 56.582] | (800/688/10) | 1497
[50.838, 56.545] | (800/689/10) | 1498
[50.803, 56.509] | (800/690/10) | 1499
[50.769, 56.472] | (800/691/10) | 1500
[50.734, 56.436] | (800/692/10) | 1501
[50.766, 56.465] | (801/692/10) | 1502
[50.731, 56.429] | (801/693/10) | 1503
[50.763, 56.458] | (802/693/10) | 1504
[50.729, 56.422] | (802/694/10) | 1505
[50.694, 56.386] | (802/695/10) | 1506
[50.726, 56.415] | (803/695/10) | 1507
[50.691, 56.379] | (803/696/10) | 1508
[50.657, 56.343] | (803/697/10) | 1509
[50.689, 56.372] | (804/697/10) | 1510
[50.721, 56.402] | (805/697/10) | 1511
[50.752, 56.431] | (806/697/10) | 1512
[50.784, 56.461] | (807/697/10) | 1513
[50.816, 56.490] | (808/697/10) | 1514
[50.781, 56.454] | (808/698/10) | 1515
[50.813, 56.483] | (809/698/10) | 1516
[50.845, 56.512] | (810/698/10) | 1517
[50.876, 56.542] | (811/698/10) | 1518
[50.908, 56.571] | (812/698/10) | 1519
[50.873, 56.535] | (812/699/10) | 1520
[50.905, 56.564] | (813/699/10) | 1521
[50.871, 56.528] | (813/700/10) | 1522
[50.902, 56.557] | (814/700/10) | 1523
[50.868, 56.521] | (814/701/10) | 1524
[50.899, 56.550] | (815/701/10) | 1525
[50.865, 56.514] | (815/702/10) | 1526
[50.896, 56.543] | (816/702/10) | 1527
[50.862, 56.507] | (816/703/10) | 1528
[50.894, 56.536] | (817/703/10) | 1529
[50.925, 56.565] | (818/703/10) | 1530
[50.956, 56.594] | (819/703/10) | 1531
[50.922, 56.558] | (819/704/10) | 1532
[50.953, 56.587] | (820/704/10) | 1533
[50.984, 56.616] | (821/704/10) | 1534
[51.016, 56.645] | (822/704/10) | 1535
[50.982, 56.609] | (822/705/10) | 1536
[50.948, 56.573] | (822/706/10) | 1537
[50.979, 56.602] | (823/706/10) | 1538
[51.010, 56.631] | (824/706/10) | 1539
[50.976, 56.595] | (824/707/10) | 1540
[51.007, 56.624] | (825/707/10) | 1541
[51.038, 56.653] | (826/707/10) | 1542
[51.069, 56.682] | (827/707/10) | 1543
[51.100, 56.710] | (828/707/10) | 1544
[51.130, 56.739] | (829/707/10) | 1545
[51.097, 56.703] | (829/708/10) | 1546
[51.127, 56.732] | (830/708/10) | 1547
[51.094, 56.696] | (830/709/10) | 1548
[51.124, 56.725] | (831/709/10) | 1549
[51.091, 56.689] | (831/710/10) | 1550
[51.121, 56.718] | (832/710/10) | 1551
[51.152, 56.746] | (833/710/10) | 1552
[51.118, 56.711] | (833/711/10) | 1553
[51.149, 56.739] | (834/711/10) | 1554
[51.180, 56.767] | (835/711/10) | 1555
[51.210, 56.796] | (836/711/10) | 1556
[51.241, 56.824] | (837/711/10) | 1557
[51.207, 56.789] | (837/712/10) | 1558
[51.173, 56.753] | (837/713/10) | 1559
[51.140, 56.718] | (837/714/10) | 1560
[51.170, 56.746] | (838/714/10) | 1561
[51.201, 56.775] | (839/714/10) | 1562
[51.167, 56.739] | (839/715/10) | 1563
[51.198, 56.768] | (840/715/10) | 1564
[51.228, 56.796] | (841/715/10) | 1565
[51.258, 56.824] | (842/715/10) | 1566
[51.225, 56.789] | (842/716/10) | 1567
[51.191, 56.754] | (842/717/10) | 1568
[51.158, 56.718] | (842/718/10) | 1569
[51.188, 56.747] | (843/718/10) | 1570
[51.219, 56.775] | (844/718/10) | 1571
[51.185, 56.740] | (844/719/10) | 1572
[51.215, 56.768] | (845/719/10) | 1573
[51.246, 56.796] | (846/719/10) | 1574
[51.276, 56.824] | (847/719/10) | 1575
[51.243, 56.789] | (847/720/10) | 1576
[51.273, 56.817] | (848/720/10) | 1577
[51.303, 56.845] | (849/720/10) | 1578
[51.333, 56.872] | (850/720/10) | 1579
[51.300, 56.900] | (850/720/11) | 1580
[51.330, 56.928] | (851/720/11) | 1581
[51.296, 56.893] | (851/721/11) | 1582
[51.263, 56.858] | (851/722/11) | 1583
[51.293, 56.886] | (852/722/11) | 1584
[51.323, 56.914] | (853/722/11) | 1585
[51.353, 56.942] | (854/722/11) | 1586
[51.383, 56.969] | (855/722/11) | 1587
[51.413, 56.997] | (856/722/11) | 1588
[51.443, 57.025] | (857/722/11) | 1589
[51.410, 56.990] | (857/723/11) | 1590
[51.376, 56.955] | (857/724/11) | 1591
[51.406, 56.983] | (858/724/11) | 1592
[51.436, 57.010] | (859/724/11) | 1593
[51.403, 56.975] | (859/725/11) | 1594
[51.370, 56.941] | (859/726/11) | 1595
[51.400, 56.968] | (860/726/11) | 1596
[51.367, 56.934] | (860/727/11) | 1597
[51.334, 56.899] | (860/728/11) | 1598
[51.363, 56.926] | (861/728/11) | 1599
[51.331, 56.892] | (861/729/11) | 1600
[51.360, 56.919] | (862/729/11) | 1601
[51.390, 56.947] | (863/729/11) | 1602
[51.357, 56.912] | (863/730/11) | 1603
[51.324, 56.878] | (863/731/11) | 1604
[51.291, 56.843] | (863/732/11) | 1605
[51.321, 56.871] | (864/732/11) | 1606
[51.288, 56.836] | (864/733/11) | 1607
[51.256, 56.802] | (864/734/11) | 1608
[51.223, 56.768] | (864/735/11) | 1609
[51.252, 56.795] | (865/735/11) | 1610
[51.220, 56.761] | (865/736/11) | 1611
[51.249, 56.788] | (866/736/11) | 1612
[51.217, 56.754] | (866/737/11) | 1613
[51.246, 56.781] | (867/737/11) | 1614
[51.214, 56.747] | (867/738/11) | 1615
[51.181, 56.713] | (867/739/11) | 1616
[51.211, 56.740] | (868/739/11) | 1617
[51.178, 56.706] | (868/740/11) | 1618
[51.208, 56.734] | (869/740/11) | 1619
[51.175, 56.700] | (869/741/11) | 1620
[51.205, 56.727] | (870/741/11) | 1621
[51.234, 56.754] | (871/741/11) | 1622
[51.264, 56.781] | (872/741/11) | 1623
[51.293, 56.808] | (873/741/11) | 1624
[51.260, 56.774] | (873/742/11) | 1625
[51.290, 56.802] | (874/742/11) | 1626
[51.319, 56.829] | (875/742/11) | 1627
[51.287, 56.795] | (875/743/11) | 1628
[51.254, 56.761] | (875/744/11) | 1629
[51.222, 56.727] | (875/745/11) | 1630
[51.190, 56.693] | (875/746/11) | 1631
[51.219, 56.720] | (876/746/11) | 1632
[51.248, 56.747] | (877/746/11) | 1633
[51.216, 56.714] | (877/747/11) | 1634
[51.184, 56.680] | (877/748/11) | 1635
[51.152, 56.646] | (877/749/11) | 1636
[51.120, 56.613] | (877/750/11) | 1637
[51.088, 56.579] | (877/751/11) | 1638
[51.056, 56.545] | (877/752/11) | 1639
[51.085, 56.573] | (878/752/11) | 1640
[51.114, 56.600] | (879/752/11) | 1641
[51.083, 56.566] | (879/753/11) | 1642
[51.112, 56.593] | (880/753/11) | 1643
[51.141, 56.620] | (881/753/11) | 1644
[51.170, 56.647] | (882/753/11) | 1645
[51.199, 56.674] | (883/753/11) | 1646
[51.227, 56.701] | (884/753/11) | 1647
[51.256, 56.727] | (885/753/11) | 1648
[51.224, 56.694] | (885/754/11) | 1649
[51.253, 56.721] | (886/754/11) | 1650
[51.222, 56.687] | (886/755/11) | 1651
[51.190, 56.654] | (886/756/11) | 1652
[51.158, 56.621] | (886/757/11) | 1653
[51.126, 56.587] | (886/758/11) | 1654
[51.155, 56.614] | (887/758/11) | 1655
[51.124, 56.581] | (887/759/11) | 1656
[51.152, 56.608] | (888/759/11) | 1657
[51.181, 56.634] | (889/759/11) | 1658
[51.210, 56.661] | (890/759/11) | 1659
[51.239, 56.688] | (891/759/11) | 1660
[51.267, 56.714] | (892/759/11) | 1661
[51.296, 56.741] | (893/759/11) | 1662
[51.324, 56.767] | (894/759/11) | 1663
[51.293, 56.734] | (894/760/11) | 1664
[51.321, 56.761] | (895/760/11) | 1665
[51.290, 56.728] | (895/761/11) | 1666
[51.318, 56.754] | (896/761/11) | 1667
[51.347, 56.781] | (897/761/11) | 1668
[51.315, 56.747] | (897/762/11) | 1669
[51.344, 56.774] | (898/762/11) | 1670
[51.312, 56.800] | (898/762/12) | 1671
[51.281, 56.767] | (898/763/12) | 1672
[51.249, 56.734] | (898/764/12) | 1673
[51.278, 56.761] | (899/764/12) | 1674
[51.247, 56.728] | (899/765/12) | 1675
[51.275, 56.754] | (900/765/12) | 1676
[51.303, 56.780] | (901/765/12) | 1677
[51.332, 56.807] | (902/765/12) | 1678
[51.300, 56.774] | (902/766/12) | 1679
[51.329, 56.800] | (903/766/12) | 1680
[51.357, 56.826] | (904/766/12) | 1681
[51.385, 56.852] | (905/766/12) | 1682
[51.413, 56.878] | (906/766/12) | 1683
[51.382, 56.846] | (906/767/12) | 1684
[51.351, 56.813] | (906/768/12) | 1685
[51.320, 56.780] | (906/769/12) | 1686
[51.348, 56.806] | (907/769/12) | 1687
[51.317, 56.774] | (907/770/12) | 1688
[51.286, 56.741] | (907/771/12) | 1689
[51.254, 56.708] | (907/772/12) | 1690
[51.223, 56.676] | (907/773/12) | 1691
[51.192, 56.643] | (907/774/12) | 1692
[51.161, 56.610] | (907/775/12) | 1693
[51.190, 56.637] | (908/775/12) | 1694
[51.159, 56.604] | (908/776/12) | 1695
[51.187, 56.630] | (909/776/12) | 1696
[51.156, 56.598] | (909/777/12) | 1697
[51.184, 56.624] | (910/777/12) | 1698
[51.153, 56.591] | (910/778/12) | 1699
[51.181, 56.617] | (911/778/12) | 1700
[51.209, 56.643] | (912/778/12) | 1701
[51.178, 56.611] | (912/779/12) | 1702
[51.148, 56.579] | (912/780/12) | 1703
[51.176, 56.605] | (913/780/12) | 1704
[51.145, 56.572] | (913/781/12) | 1705
[51.114, 56.540] | (913/782/12) | 1706
[51.142, 56.566] | (914/782/12) | 1707
[51.112, 56.534] | (914/783/12) | 1708
[51.139, 56.560] | (915/783/12) | 1709
[51.167, 56.586] | (916/783/12) | 1710
[51.195, 56.612] | (917/783/12) | 1711
[51.223, 56.638] | (918/783/12) | 1712
[51.251, 56.663] | (919/783/12) | 1713
[51.279, 56.689] | (920/783/12) | 1714
[51.306, 56.715] | (921/783/12) | 1715
[51.276, 56.683] | (921/784/12) | 1716
[51.245, 56.651] | (921/785/12) | 1717
[51.273, 56.676] | (922/785/12) | 1718
[51.242, 56.644] | (922/786/12) | 1719
[51.270, 56.670] | (923/786/12) | 1720
[51.240, 56.638] | (923/787/12) | 1721
[51.209, 56.606] | (923/788/12) | 1722
[51.179, 56.574] | (923/789/12) | 1723
[51.148, 56.542] | (923/790/12) | 1724
[51.118, 56.510] | (923/791/12) | 1725
[51.088, 56.478] | (923/792/12) | 1726
[51.115, 56.504] | (924/792/12) | 1727
[51.085, 56.472] | (924/793/12) | 1728
[51.055, 56.441] | (924/794/12) | 1729
[51.082, 56.466] | (925/794/12) | 1730
[51.110, 56.492] | (926/794/12) | 1731
[51.138, 56.518] | (927/794/12) | 1732
[51.107, 56.486] | (927/795/12) | 1733
[51.077, 56.454] | (927/796/12) | 1734
[51.047, 56.422] | (927/797/12) | 1735
[51.075, 56.448] | (928/797/12) | 1736
[51.044, 56.416] | (928/798/12) | 1737
[51.014, 56.385] | (928/799/12) | 1738
[51.042, 56.410] | (929/799/12) | 1739
[51.012, 56.379] | (929/800/12) | 1740
[51.039, 56.404] | (930/800/12) | 1741
[51.009, 56.373] | (930/801/12) | 1742
[50.979, 56.342] | (930/802/12) | 1743
[51.007, 56.367] | (931/802/12) | 1744
[51.034, 56.393] | (932/802/12) | 1745
[51.062, 56.418] | (933/802/12) | 1746
[51.032, 56.387] | (933/803/12) | 1747
[51.059, 56.412] | (934/803/12) | 1748
[51.029, 56.381] | (934/804/12) | 1749
[51.057, 56.406] | (935/804/12) | 1750
[51.027, 56.375] | (935/805/12) | 1751
[51.054, 56.400] | (936/805/12) | 1752
[51.081, 56.425] | (937/805/12) | 1753
[51.052, 56.394] | (937/806/12) | 1754
[51.022, 56.363] | (937/807/12) | 1755
[51.049, 56.388] | (938/807/12) | 1756
[51.019, 56.357] | (938/808/12) | 1757
[51.046, 56.382] | (939/808/12) | 1758
[51.074, 56.408] | (940/808/12) | 1759
[51.044, 56.376] | (940/809/12) | 1760
[51.014, 56.345] | (940/810/12) | 1761
[50.985, 56.314] | (940/811/12) | 1762
[51.012, 56.339] | (941/811/12) | 1763
[51.039, 56.365] | (942/811/12) | 1764
[51.066, 56.390] | (943/811/12) | 1765
[51.093, 56.415] | (944/811/12) | 1766
[51.063, 56.384] | (944/812/12) | 1767
[51.091, 56.409] | (945/812/12) | 1768
[51.061, 56.378] | (945/813/12) | 1769
[51.031, 56.347] | (945/814/12) | 1770
[51.058, 56.372] | (946/814/12) | 1771
[51.085, 56.397] | (947/814/12) | 1772
[51.056, 56.366] | (947/815/12) | 1773
[51.026, 56.336] | (947/816/12) | 1774
[51.053, 56.361] | (948/816/12) | 1775
[51.080, 56.386] | (949/816/12) | 1776
[51.107, 56.411] | (950/816/12) | 1777
[51.134, 56.436] | (951/816/12) | 1778
[51.161, 56.461] | (952/816/12) | 1779
[51.132, 56.430] | (952/817/12) | 1780
[51.158, 56.455] | (953/817/12) | 1781
[51.185, 56.480] | (954/817/12) | 1782
[51.156, 56.449] | (954/818/12) | 1783
[51.182, 56.474] | (955/818/12) | 1784
[51.153, 56.443] | (955/819/12) | 1785
[51.124, 56.412] | (955/820/12) | 1786
[51.095, 56.381] | (955/821/12) | 1787
[51.065, 56.351] | (955/822/12) | 1788
[51.036, 56.320] | (955/823/12) | 1789
[51.063, 56.345] | (956/823/12) | 1790
[51.034, 56.314] | (956/824/12) | 1791
[51.005, 56.284] | (956/825/12) | 1792
[50.975, 56.253] | (956/826/12) | 1793
[51.002, 56.278] | (957/826/12) | 1794
[51.029, 56.303] | (958/826/12) | 1795
[51.000, 56.272] | (958/827/12) | 1796
[50.971, 56.242] | (958/828/12) | 1797
[50.997, 56.267] | (959/828/12) | 1798
[51.024, 56.292] | (960/828/12) | 1799
[51.051, 56.316] | (961/828/12) | 1800
[51.077, 56.341] | (962/828/12) | 1801
[51.048, 56.311] | (962/829/12) | 1802
[51.019, 56.280] | (962/830/12) | 1803
[51.046, 56.305] | (963/830/12) | 1804
[51.017, 56.275] | (963/831/12) | 1805
[51.043, 56.299] | (964/831/12) | 1806
[51.014, 56.269] | (964/832/12) | 1807
[51.041, 56.294] | (965/832/12) | 1808
[51.012, 56.263] | (965/833/12) | 1809
[50.983, 56.233] | (965/834/12) | 1810
[50.954, 56.203] | (965/835/12) | 1811
[50.981, 56.227] | (966/835/12) | 1812
[50.952, 56.197] | (966/836/12) | 1813
[50.923, 56.167] | (966/837/12) | 1814
[50.895, 56.137] | (966/838/12) | 1815
[50.866, 56.107] | (966/839/12) | 1816
[50.837, 56.077] | (966/840/12) | 1817
[50.864, 56.101] | (967/840/12) | 1818
[50.890, 56.126] | (968/840/12) | 1819
[50.861, 56.096] | (968/841/12) | 1820
[50.888, 56.121] | (969/841/12) | 1821
[50.859, 56.091] | (969/842/12) | 1822
[50.886, 56.115] | (970/842/12) | 1823
[50.912, 56.140] | (971/842/12) | 1824
[50.883, 56.110] | (971/843/12) | 1825
[50.910, 56.134] | (972/843/12) | 1826
[50.881, 56.104] | (972/844/12) | 1827
[50.853, 56.074] | (972/845/12) | 1828
[50.879, 56.099] | (973/845/12) | 1829
[50.850, 56.069] | (973/846/12) | 1830
[50.877, 56.094] | (974/846/12) | 1831
[50.903, 56.118] | (975/846/12) | 1832
[50.874, 56.088] | (975/847/12) | 1833
[50.901, 56.113] | (976/847/12) | 1834
[50.927, 56.137] | (977/847/12) | 1835
[50.898, 56.107] | (977/848/12) | 1836
[50.870, 56.077] | (977/849/12) | 1837
[50.842, 56.048] | (977/850/12) | 1838
[50.868, 56.072] | (978/850/12) | 1839
[50.894, 56.096] | (979/850/12) | 1840
[50.920, 56.121] | (980/850/12) | 1841
[50.892, 56.091] | (980/851/12) | 1842
[50.918, 56.115] | (981/851/12) | 1843
[50.890, 56.086] | (981/852/12) | 1844
[50.861, 56.056] | (981/853/12) | 1845
[50.833, 56.027] | (981/854/12) | 1846
[50.859, 56.051] | (982/854/12) | 1847
[50.885, 56.075] | (983/854/12) | 1848
[50.857, 56.046] | (983/855/12) | 1849
[50.829, 56.070] | (983/855/13) | 1850
[50.855, 56.094] | (984/855/13) | 1851
[50.881, 56.118] | (985/855/13) | 1852
[50.853, 56.089] | (985/856/13) | 1853
[50.879, 56.113] | (986/856/13) | 1854
[50.904, 56.137] | (987/856/13) | 1855
[50.930, 56.161] | (988/856/13) | 1856
[50.956, 56.185] | (989/856/13) | 1857
[50.982, 56.209] | (990/856/13) | 1858
[51.008, 56.233] | (991/856/13) | 1859
[50.980, 56.204] | (991/857/13) | 1860
[51.005, 56.228] | (992/857/13) | 1861
[51.031, 56.252] | (993/857/13) | 1862
[51.057, 56.276] | (994/857/13) | 1863
[51.082, 56.299] | (995/857/13) | 1864
[51.054, 56.270] | (995/858/13) | 1865
[51.026, 56.241] | (995/859/13) | 1866
[50.999, 56.211] | (995/860/13) | 1867
[50.971, 56.182] | (995/861/13) | 1868
[50.996, 56.206] | (996/861/13) | 1869
[50.968, 56.177] | (996/862/13) | 1870
[50.994, 56.201] | (997/862/13) | 1871
[50.966, 56.171] | (997/863/13) | 1872
[50.938, 56.142] | (997/864/13) | 1873
[50.964, 56.166] | (998/864/13) | 1874
[50.936, 56.137] | (998/865/13) | 1875
[50.962, 56.161] | (999/865/13) | 1876
[50.987, 56.184] | (1000/865/13) | 1877
[51.013, 56.208] | (1001/865/13) | 1878
[51.038, 56.232] | (1002/865/13) | 1879
[51.064, 56.256] | (1003/865/13) | 1880
[51.036, 56.227] | (1003/866/13) | 1881
[51.008, 56.197] | (1003/867/13) | 1882
[50.980, 56.168] | (1003/868/13) | 1883
[51.006, 56.192] | (1004/868/13) | 1884
[50.978, 56.163] | (1004/869/13) | 1885
[51.004, 56.187] | (1005/869/13) | 1886
[50.976, 56.158] | (1005/870/13) | 1887
[50.948, 56.129] | (1005/871/13) | 1888
[50.974, 56.152] | (1006/871/13) | 1889
[50.946, 56.123] | (1006/872/13) | 1890
[50.919, 56.095] | (1006/873/13) | 1891
[50.944, 56.118] | (1007/873/13) | 1892
[50.969, 56.142] | (1008/873/13) | 1893
[50.942, 56.113] | (1008/874/13) | 1894
[50.967, 56.137] | (1009/874/13) | 1895
[50.992, 56.160] | (1010/874/13) | 1896
[50.965, 56.131] | (1010/875/13) | 1897
[50.937, 56.103] | (1010/876/13) | 1898
[50.963, 56.126] | (1011/876/13) | 1899
[50.988, 56.150] | (1012/876/13) | 1900
[50.960, 56.121] | (1012/877/13) | 1901
[50.986, 56.144] | (1013/877/13) | 1902
[51.011, 56.168] | (1014/877/13) | 1903
[51.036, 56.191] | (1015/877/13) | 1904
[51.061, 56.215] | (1016/877/13) | 1905
[51.086, 56.238] | (1017/877/13) | 1906
[51.111, 56.262] | (1018/877/13) | 1907
[51.136, 56.285] | (1019/877/13) | 1908
[51.161, 56.308] | (1020/877/13) | 1909
[51.186, 56.332] | (1021/877/13) | 1910
[51.211, 56.355] | (1022/877/13) | 1911
[51.184, 56.326] | (1022/878/13) | 1912
[51.209, 56.349] | (1023/878/13) | 1913
[51.234, 56.373] | (1024/878/13) | 1914
[51.206, 56.344] | (1024/879/13) | 1915
[51.179, 56.315] | (1024/880/13) | 1916
[51.152, 56.287] | (1024/881/13) | 1917
[51.177, 56.310] | (1025/881/13) | 1918
[51.149, 56.281] | (1025/882/13) | 1919
[51.174, 56.305] | (1026/882/13) | 1920
[51.199, 56.328] | (1027/882/13) | 1921
[51.172, 56.299] | (1027/883/13) | 1922
[51.145, 56.271] | (1027/884/13) | 1923
[51.170, 56.294] | (1028/884/13) | 1924
[51.142, 56.265] | (1028/885/13) | 1925
[51.167, 56.288] | (1029/885/13) | 1926
[51.192, 56.312] | (1030/885/13) | 1927
[51.165, 56.283] | (1030/886/13) | 1928
[51.190, 56.306] | (1031/886/13) | 1929
[51.214, 56.329] | (1032/886/13) | 1930
[51.187, 56.301] | (1032/887/13) | 1931
[51.212, 56.324] | (1033/887/13) | 1932
[51.237, 56.347] | (1034/887/13) | 1933
[51.261, 56.370] | (1035/887/13) | 1934
[51.234, 56.342] | (1035/888/13) | 1935
[51.207, 56.313] | (1035/889/13) | 1936
[51.232, 56.336] | (1036/889/13) | 1937
[51.256, 56.359] | (1037/889/13) | 1938
[51.281, 56.382] | (1038/889/13) | 1939
[51.254, 56.354] | (1038/890/13) | 1940
[51.278, 56.377] | (1039/890/13) | 1941
[51.303, 56.400] | (1040/890/13) | 1942
[51.276, 56.371] | (1040/891/13) | 1943
[51.300, 56.394] | (1041/891/13) | 1944
[51.325, 56.417] | (1042/891/13) | 1945
[51.298, 56.389] | (1042/892/13) | 1946
[51.322, 56.412] | (1043/892/13) | 1947
[51.347, 56.434] | (1044/892/13) | 1948
[51.371, 56.457] | (1045/892/13) | 1949
[51.396, 56.480] | (1046/892/13) | 1950
[51.420, 56.503] | (1047/892/13) | 1951
[51.444, 56.525] | (1048/892/13) | 1952
[51.417, 56.497] | (1048/893/13) | 1953
[51.442, 56.520] | (1049/893/13) | 1954
