Calculating solvability percentage...
[Lower Bound, Upper Bound] | (Solvable/Unsolvable/Intractable) | Current seed
[84.235, 88.380] | (1068/166/4) | 1237
[84.248, 88.389] | (1069/166/4) | 1238
[84.260, 88.399] | (1070/166/4) | 1239
[84.273, 88.408] | (1071/166/4) | 1240
[84.285, 88.418] | (1072/166/4) | 1241
[84.298, 88.427] | (1073/166/4) | 1242
[84.310, 88.437] | (1074/166/4) | 1243
[84.323, 88.446] | (1075/166/4) | 1244
[84.335, 88.455] | (1076/166/4) | 1245
[84.347, 88.465] | (1077/166/4) | 1246
[84.360, 88.474] | (1078/166/4) | 1247
[84.288, 88.408] | (1078/167/4) | 1248
[84.300, 88.418] | (1079/167/4) | 1249
[84.313, 88.427] | (1080/167/4) | 1250
[84.325, 88.436] | (1081/167/4) | 1251
[84.337, 88.446] | (1082/167/4) | 1252
[84.350, 88.455] | (1083/167/4) | 1253
[84.362, 88.464] | (1084/167/4) | 1254
[84.374, 88.473] | (1085/167/4) | 1255
[84.386, 88.483] | (1086/167/4) | 1256
[84.399, 88.492] | (1087/167/4) | 1257
[84.411, 88.501] | (1088/167/4) | 1258
[84.423, 88.510] | (1089/167/4) | 1259
[84.435, 88.520] | (1090/167/4) | 1260
[84.448, 88.529] | (1091/167/4) | 1261
[84.460, 88.538] | (1092/167/4) | 1262
[84.472, 88.547] | (1093/167/4) | 1263
[84.484, 88.556] | (1094/167/4) | 1264
[84.496, 88.565] | (1095/167/4) | 1265
[84.508, 88.574] | (1096/167/4) | 1266
[84.437, 88.510] | (1096/168/4) | 1267
[84.449, 88.519] | (1097/168/4) | 1268
[84.461, 88.528] | (1098/168/4) | 1269
[84.473, 88.537] | (1099/168/4) | 1270
[84.402, 88.472] | (1099/169/4) | 1271
[84.332, 88.408] | (1099/170/4) | 1272
[84.344, 88.417] | (1100/170/4) | 1273
[84.356, 88.426] | (1101/170/4) | 1274
[84.368, 88.435] | (1102/170/4) | 1275
[84.380, 88.444] | (1103/170/4) | 1276
[84.392, 88.454] | (1104/170/4) | 1277
[84.404, 88.463] | (1105/170/4) | 1278
[84.416, 88.472] | (1106/170/4) | 1279
[84.428, 88.481] | (1107/170/4) | 1280
[84.440, 88.490] | (1108/170/4) | 1281
[84.452, 88.499] | (1109/170/4) | 1282
[84.464, 88.508] | (1110/170/4) | 1283
[84.476, 88.517] | (1111/170/4) | 1284
[84.488, 88.526] | (1112/170/4) | 1285
[84.500, 88.535] | (1113/170/4) | 1286
[84.512, 88.544] | (1114/170/4) | 1287
[84.524, 88.553] | (1115/170/4) | 1288
[84.536, 88.562] | (1116/170/4) | 1289
[84.547, 88.571] | (1117/170/4) | 1290
[84.559, 88.580] | (1118/170/4) | 1291
[84.571, 88.589] | (1119/170/4) | 1292
[84.583, 88.598] | (1120/170/4) | 1293
[84.595, 88.607] | (1121/170/4) | 1294
[84.606, 88.615] | (1122/170/4) | 1295
[84.618, 88.624] | (1123/170/4) | 1296
[84.630, 88.633] | (1124/170/4) | 1297
[84.641, 88.642] | (1125/170/4) | 1298
[84.653, 88.651] | (1126/170/4) | 1299
[84.665, 88.660] | (1127/170/4) | 1300
[84.676, 88.668] | (1128/170/4) | 1301
[84.688, 88.677] | (1129/170/4) | 1302
[84.700, 88.686] | (1130/170/4) | 1303
[84.711, 88.695] | (1131/170/4) | 1304
[84.642, 88.632] | (1131/171/4) | 1305
[84.654, 88.640] | (1132/171/4) | 1306
[84.665, 88.649] | (1133/171/4) | 1307
[84.596, 88.586] | (1133/172/4) | 1308
[84.608, 88.595] | (1134/172/4) | 1309
[84.619, 88.604] | (1135/172/4) | 1310
[84.631, 88.613] | (1136/172/4) | 1311
[84.642, 88.621] | (1137/172/4) | 1312
[84.654, 88.630] | (1138/172/4) | 1313
[84.666, 88.639] | (1139/172/4) | 1314
[84.677, 88.647] | (1140/172/4) | 1315
[84.689, 88.656] | (1141/172/4) | 1316
[84.700, 88.665] | (1142/172/4) | 1317
[84.711, 88.674] | (1143/172/4) | 1318
[84.723, 88.682] | (1144/172/4) | 1319
[84.655, 88.620] | (1144/173/4) | 1320
[84.586, 88.557] | (1144/174/4) | 1321
[84.598, 88.566] | (1145/174/4) | 1322
[84.609, 88.575] | (1146/174/4) | 1323
[84.541, 88.513] | (1146/175/4) | 1324
[84.553, 88.521] | (1147/175/4) | 1325
[84.564, 88.530] | (1148/175/4) | 1326
[84.576, 88.539] | (1149/175/4) | 1327
[84.508, 88.477] | (1149/176/4) | 1328
[84.519, 88.486] | (1150/176/4) | 1329
[84.531, 88.494] | (1151/176/4) | 1330
[84.542, 88.503] | (1152/176/4) | 1331
[84.554, 88.512] | (1153/176/4) | 1332
[84.565, 88.521] | (1154/176/4) | 1333
[84.498, 88.459] | (1154/177/4) | 1334
[84.509, 88.468] | (1155/177/4) | 1335
[84.521, 88.476] | (1156/177/4) | 1336
[84.532, 88.485] | (1157/177/4) | 1337
[84.543, 88.494] | (1158/177/4) | 1338
[84.476, 88.432] | (1158/178/4) | 1339
[84.488, 88.441] | (1159/178/4) | 1340
[84.499, 88.450] | (1160/178/4) | 1341
[84.510, 88.458] | (1161/178/4) | 1342
[84.522, 88.467] | (1162/178/4) | 1343
[84.533, 88.476] | (1163/178/4) | 1344
[84.545, 88.484] | (1164/178/4) | 1345
[84.556, 88.493] | (1165/178/4) | 1346
[84.489, 88.432] | (1165/179/4) | 1347
[84.500, 88.440] | (1166/179/4) | 1348
[84.512, 88.449] | (1167/179/4) | 1349
[84.523, 88.458] | (1168/179/4) | 1350
[84.456, 88.397] | (1168/180/4) | 1351
[84.468, 88.405] | (1169/180/4) | 1352
[84.479, 88.414] | (1170/180/4) | 1353
[84.490, 88.423] | (1171/180/4) | 1354
[84.502, 88.431] | (1172/180/4) | 1355
[84.435, 88.371] | (1172/181/4) | 1356
[84.447, 88.379] | (1173/181/4) | 1357
[84.458, 88.388] | (1174/181/4) | 1358
[84.469, 88.396] | (1175/181/4) | 1359
[84.481, 88.405] | (1176/181/4) | 1360
[84.415, 88.345] | (1176/182/4) | 1361
[84.426, 88.353] | (1177/182/4) | 1362
[84.437, 88.362] | (1178/182/4) | 1363
[84.448, 88.370] | (1179/182/4) | 1364
[84.460, 88.379] | (1180/182/4) | 1365
[84.471, 88.388] | (1181/182/4) | 1366
[84.482, 88.396] | (1182/182/4) | 1367
[84.493, 88.405] | (1183/182/4) | 1368
[84.428, 88.345] | (1183/183/4) | 1369
[84.362, 88.285] | (1183/184/4) | 1370
[84.297, 88.225] | (1183/185/4) | 1371
[84.231, 88.165] | (1183/186/4) | 1372
[84.243, 88.173] | (1184/186/4) | 1373
[84.254, 88.182] | (1185/186/4) | 1374
[84.265, 88.191] | (1186/186/4) | 1375
[84.277, 88.199] | (1187/186/4) | 1376
[84.288, 88.208] | (1188/186/4) | 1377
[84.299, 88.217] | (1189/186/4) | 1378
[84.310, 88.225] | (1190/186/4) | 1379
[84.322, 88.234] | (1191/186/4) | 1380
[84.333, 88.243] | (1192/186/4) | 1381
[84.344, 88.251] | (1193/186/4) | 1382
[84.355, 88.260] | (1194/186/4) | 1383
[84.366, 88.268] | (1195/186/4) | 1384
[84.377, 88.277] | (1196/186/4) | 1385
[84.389, 88.285] | (1197/186/4) | 1386
[84.400, 88.294] | (1198/186/4) | 1387
[84.411, 88.302] | (1199/186/4) | 1388
[84.346, 88.243] | (1199/187/4) | 1389
[84.357, 88.252] | (1200/187/4) | 1390
[84.368, 88.260] | (1201/187/4) | 1391
[84.379, 88.269] | (1202/187/4) | 1392
[84.391, 88.277] | (1203/187/4) | 1393
[84.402, 88.286] | (1204/187/4) | 1394
[84.413, 88.294] | (1205/187/4) | 1395
[84.424, 88.303] | (1206/187/4) | 1396
[84.359, 88.244] | (1206/188/4) | 1397
[84.370, 88.252] | (1207/188/4) | 1398
[84.381, 88.261] | (1208/188/4) | 1399
[84.392, 88.269] | (1209/188/4) | 1400
[84.403, 88.277] | (1210/188/4) | 1401
[84.339, 88.219] | (1210/189/4) | 1402
[84.350, 88.227] | (1211/189/4) | 1403
[84.361, 88.236] | (1212/189/4) | 1404
[84.372, 88.244] | (1213/189/4) | 1405
[84.383, 88.253] | (1214/189/4) | 1406
[84.394, 88.261] | (1215/189/4) | 1407
[84.405, 88.269] | (1216/189/4) | 1408
[84.416, 88.278] | (1217/189/4) | 1409
[84.427, 88.286] | (1218/189/4) | 1410
[84.438, 88.295] | (1219/189/4) | 1411
[84.449, 88.303] | (1220/189/4) | 1412
[84.460, 88.311] | (1221/189/4) | 1413
[84.471, 88.320] | (1222/189/4) | 1414
[84.482, 88.328] | (1223/189/4) | 1415
[84.492, 88.336] | (1224/189/4) | 1416
[84.503, 88.345] | (1225/189/4) | 1417
[84.440, 88.286] | (1225/190/4) | 1418
[84.451, 88.295] | (1226/190/4) | 1419
[84.461, 88.303] | (1227/190/4) | 1420
[84.472, 88.311] | (1228/190/4) | 1421
[84.483, 88.320] | (1229/190/4) | 1422
[84.494, 88.328] | (1230/190/4) | 1423
[84.505, 88.336] | (1231/190/4) | 1424
[84.515, 88.344] | (1232/190/4) | 1425
[84.526, 88.353] | (1233/190/4) | 1426
[84.537, 88.361] | (1234/190/4) | 1427
[84.547, 88.369] | (1235/190/4) | 1428
[84.558, 88.377] | (1236/190/4) | 1429
[84.569, 88.386] | (1237/190/4) | 1430
[84.506, 88.328] | (1237/191/4) | 1431
[84.443, 88.270] | (1237/192/4) | 1432
[84.381, 88.213] | (1237/193/4) | 1433
[84.391, 88.221] | (1238/193/4) | 1434
[84.402, 88.230] | (1239/193/4) | 1435
[84.340, 88.172] | (1239/194/4) | 1436
[84.351, 88.181] | (1240/194/4) | 1437
[84.361, 88.189] | (1241/194/4) | 1438
[84.372, 88.197] | (1242/194/4) | 1439
[84.383, 88.205] | (1243/194/4) | 1440
[84.393, 88.214] | (1244/194/4) | 1441
[84.404, 88.222] | (1245/194/4) | 1442
[84.415, 88.230] | (1246/194/4) | 1443
[84.425, 88.238] | (1247/194/4) | 1444
[84.436, 88.246] | (1248/194/4) | 1445
[84.447, 88.255] | (1249/194/4) | 1446
[84.457, 88.263] | (1250/194/4) | 1447
[84.395, 88.206] | (1250/195/4) | 1448
[84.334, 88.149] | (1250/196/4) | 1449
[84.344, 88.157] | (1251/196/4) | 1450
[84.355, 88.166] | (1252/196/4) | 1451
[84.365, 88.174] | (1253/196/4) | 1452
[84.376, 88.182] | (1254/196/4) | 1453
[84.387, 88.190] | (1255/196/4) | 1454
[84.397, 88.198] | (1256/196/4) | 1455
[84.408, 88.207] | (1257/196/4) | 1456
[84.418, 88.215] | (1258/196/4) | 1457
[84.429, 88.223] | (1259/196/4) | 1458
[84.440, 88.231] | (1260/196/4) | 1459
[84.450, 88.239] | (1261/196/4) | 1460
[84.461, 88.247] | (1262/196/4) | 1461
[84.471, 88.255] | (1263/196/4) | 1462
[84.410, 88.199] | (1263/197/4) | 1463
[84.420, 88.207] | (1264/197/4) | 1464
[84.431, 88.215] | (1265/197/4) | 1465
[84.370, 88.159] | (1265/198/4) | 1466
[84.380, 88.167] | (1266/198/4) | 1467
[84.391, 88.175] | (1267/198/4) | 1468
[84.401, 88.184] | (1268/198/4) | 1469
[84.412, 88.192] | (1269/198/4) | 1470
[84.422, 88.200] | (1270/198/4) | 1471
[84.433, 88.208] | (1271/198/4) | 1472
[84.443, 88.216] | (1272/198/4) | 1473
[84.453, 88.224] | (1273/198/4) | 1474
[84.464, 88.232] | (1274/198/4) | 1475
[84.403, 88.176] | (1274/199/4) | 1476
[84.414, 88.184] | (1275/199/4) | 1477
[84.424, 88.192] | (1276/199/4) | 1478
[84.434, 88.200] | (1277/199/4) | 1479
[84.445, 88.208] | (1278/199/4) | 1480
[84.384, 88.153] | (1278/200/4) | 1481
[84.395, 88.161] | (1279/200/4) | 1482
[84.405, 88.169] | (1280/200/4) | 1483
[84.415, 88.177] | (1281/200/4) | 1484
[84.426, 88.185] | (1282/200/4) | 1485
[84.436, 88.193] | (1283/200/4) | 1486
[84.447, 88.201] | (1284/200/4) | 1487
[84.386, 88.146] | (1284/201/4) | 1488
[84.326, 88.090] | (1284/202/4) | 1489
[84.337, 88.098] | (1285/202/4) | 1490
[84.277, 88.043] | (1285/203/4) | 1491
[84.287, 88.051] | (1286/203/4) | 1492
[84.297, 88.059] | (1287/203/4) | 1493
[84.308, 88.067] | (1288/203/4) | 1494
[84.248, 88.012] | (1288/204/4) | 1495
[84.188, 87.957] | (1288/205/4) | 1496
[84.199, 87.965] | (1289/205/4) | 1497
[84.209, 87.973] | (1290/205/4) | 1498
[84.219, 87.982] | (1291/205/4) | 1499
[84.230, 87.990] | (1292/205/4) | 1500
[84.240, 87.998] | (1293/205/4) | 1501
[84.251, 88.006] | (1294/205/4) | 1502
[84.261, 88.014] | (1295/205/4) | 1503
[84.271, 88.022] | (1296/205/4) | 1504
[84.282, 88.030] | (1297/205/4) | 1505
[84.292, 88.038] | (1298/205/4) | 1506
[84.302, 88.046] | (1299/205/4) | 1507
[84.312, 88.054] | (1300/205/4) | 1508
[84.323, 88.062] | (1301/205/4) | 1509
[84.333, 88.070] | (1302/205/4) | 1510
[84.343, 88.078] | (1303/205/4) | 1511
[84.353, 88.086] | (1304/205/4) | 1512
[84.364, 88.094] | (1305/205/4) | 1513
[84.374, 88.102] | (1306/205/4) | 1514
[84.384, 88.110] | (1307/205/4) | 1515
[84.394, 88.117] | (1308/205/4) | 1516
[84.404, 88.125] | (1309/205/4) | 1517
[84.415, 88.133] | (1310/205/4) | 1518
[84.425, 88.141] | (1311/205/4) | 1519
[84.366, 88.087] | (1311/206/4) | 1520
[84.376, 88.095] | (1312/206/4) | 1521
[84.386, 88.103] | (1313/206/4) | 1522
[84.396, 88.111] | (1314/206/4) | 1523
[84.406, 88.118] | (1315/206/4) | 1524
[84.416, 88.126] | (1316/206/4) | 1525
[84.427, 88.134] | (1317/206/4) | 1526
[84.437, 88.142] | (1318/206/4) | 1527
[84.447, 88.150] | (1319/206/4) | 1528
[84.457, 88.158] | (1320/206/4) | 1529
[84.467, 88.165] | (1321/206/4) | 1530
[84.477, 88.173] | (1322/206/4) | 1531
[84.487, 88.181] | (1323/206/4) | 1532
[84.497, 88.189] | (1324/206/4) | 1533
[84.438, 88.135] | (1324/207/4) | 1534
[84.448, 88.143] | (1325/207/4) | 1535
[84.458, 88.151] | (1326/207/4) | 1536
[84.468, 88.158] | (1327/207/4) | 1537
[84.478, 88.166] | (1328/207/4) | 1538
[84.488, 88.174] | (1329/207/4) | 1539
[84.498, 88.182] | (1330/207/4) | 1540
[84.508, 88.189] | (1331/207/4) | 1541
[84.518, 88.197] | (1332/207/4) | 1542
[84.528, 88.205] | (1333/207/4) | 1543
[84.538, 88.212] | (1334/207/4) | 1544
[84.548, 88.220] | (1335/207/4) | 1545
[84.558, 88.228] | (1336/207/4) | 1546
[84.568, 88.235] | (1337/207/4) | 1547
[84.577, 88.243] | (1338/207/4) | 1548
[84.587, 88.251] | (1339/207/4) | 1549
[84.597, 88.258] | (1340/207/4) | 1550
[84.607, 88.266] | (1341/207/4) | 1551
[84.617, 88.274] | (1342/207/4) | 1552
[84.627, 88.281] | (1343/207/4) | 1553
[84.636, 88.289] | (1344/207/4) | 1554
[84.646, 88.296] | (1345/207/4) | 1555
[84.656, 88.304] | (1346/207/4) | 1556
[84.666, 88.312] | (1347/207/4) | 1557
[84.675, 88.319] | (1348/207/4) | 1558
[84.685, 88.327] | (1349/207/4) | 1559
[84.695, 88.334] | (1350/207/4) | 1560
[84.704, 88.342] | (1351/207/4) | 1561
[84.714, 88.349] | (1352/207/4) | 1562
[84.724, 88.357] | (1353/207/4) | 1563
[84.733, 88.364] | (1354/207/4) | 1564
[84.743, 88.372] | (1355/207/4) | 1565
[84.686, 88.319] | (1355/208/4) | 1566
[84.695, 88.327] | (1356/208/4) | 1567
[84.638, 88.274] | (1356/209/4) | 1568
[84.648, 88.281] | (1357/209/4) | 1569
[84.657, 88.289] | (1358/209/4) | 1570
[84.667, 88.296] | (1359/209/4) | 1571
[84.677, 88.304] | (1360/209/4) | 1572
[84.686, 88.311] | (1361/209/4) | 1573
[84.696, 88.319] | (1362/209/4) | 1574
[84.706, 88.326] | (1363/209/4) | 1575
[84.715, 88.334] | (1364/209/4) | 1576
[84.725, 88.341] | (1365/209/4) | 1577
[84.734, 88.349] | (1366/209/4) | 1578
[84.744, 88.356] | (1367/209/4) | 1579
[84.753, 88.364] | (1368/209/4) | 1580
[84.763, 88.371] | (1369/209/4) | 1581
[84.772, 88.379] | (1370/209/4) | 1582
[84.782, 88.386] | (1371/209/4) | 1583
[84.791, 88.393] | (1372/209/4) | 1584
[84.801, 88.401] | (1373/209/4) | 1585
[84.744, 88.349] | (1373/210/4) | 1586
[84.754, 88.356] | (1374/210/4) | 1587
[84.763, 88.363] | (1375/210/4) | 1588
[84.773, 88.371] | (1376/210/4) | 1589
[84.782, 88.378] | (1377/210/4) | 1590
[84.792, 88.385] | (1378/210/4) | 1591
[84.801, 88.393] | (1379/210/4) | 1592
[84.810, 88.400] | (1380/210/4) | 1593
[84.820, 88.407] | (1381/210/4) | 1594
[84.829, 88.415] | (1382/210/4) | 1595
[84.839, 88.422] | (1383/210/4) | 1596
[84.848, 88.429] | (1384/210/4) | 1597
[84.857, 88.437] | (1385/210/4) | 1598
[84.801, 88.385] | (1385/211/4) | 1599
[84.811, 88.392] | (1386/211/4) | 1600
[84.820, 88.400] | (1387/211/4) | 1601
[84.764, 88.348] | (1387/212/4) | 1602
[84.773, 88.355] | (1388/212/4) | 1603
[84.783, 88.363] | (1389/212/4) | 1604
[84.792, 88.370] | (1390/212/4) | 1605
[84.801, 88.377] | (1391/212/4) | 1606
[84.811, 88.384] | (1392/212/4) | 1607
[84.820, 88.392] | (1393/212/4) | 1608
[84.829, 88.399] | (1394/212/4) | 1609
[84.839, 88.406] | (1395/212/4) | 1610
[84.783, 88.355] | (1395/213/4) | 1611
[84.792, 88.362] | (1396/213/4) | 1612
[84.802, 88.369] | (1397/213/4) | 1613
[84.811, 88.377] | (1398/213/4) | 1614
[84.820, 88.384] | (1399/213/4) | 1615
[84.829, 88.391] | (1400/213/4) | 1616
[84.839, 88.398] | (1401/213/4) | 1617
[84.848, 88.406] | (1402/213/4) | 1618
[84.857, 88.413] | (1403/213/4) | 1619
[84.866, 88.420] | (1404/213/4) | 1620
[84.876, 88.427] | (1405/213/4) | 1621
[84.885, 88.435] | (1406/213/4) | 1622
[84.894, 88.442] | (1407/213/4) | 1623
[84.903, 88.449] | (1408/213/4) | 1624
[84.912, 88.456] | (1409/213/4) | 1625
[84.922, 88.463] | (1410/213/4) | 1626
[84.931, 88.470] | (1411/213/4) | 1627
[84.876, 88.419] | (1411/214/4) | 1628
[84.885, 88.427] | (1412/214/4) | 1629
[84.830, 88.376] | (1412/215/4) | 1630
[84.839, 88.383] | (1413/215/4) | 1631
[84.848, 88.390] | (1414/215/4) | 1632
[84.793, 88.339] | (1414/216/4) | 1633
[84.802, 88.347] | (1415/216/4) | 1634
[84.811, 88.354] | (1416/216/4) | 1635
[84.820, 88.361] | (1417/216/4) | 1636
[84.830, 88.368] | (1418/216/4) | 1637
[84.839, 88.375] | (1419/216/4) | 1638
[84.784, 88.325] | (1419/217/4) | 1639
[84.793, 88.332] | (1420/217/4) | 1640
[84.802, 88.339] | (1421/217/4) | 1641
[84.811, 88.346] | (1422/217/4) | 1642
[84.821, 88.354] | (1423/217/4) | 1643
[84.830, 88.361] | (1424/217/4) | 1644
[84.839, 88.368] | (1425/217/4) | 1645
[84.848, 88.375] | (1426/217/4) | 1646
[84.793, 88.325] | (1426/218/4) | 1647
[84.802, 88.332] | (1427/218/4) | 1648
[84.812, 88.339] | (1428/218/4) | 1649
[84.821, 88.346] | (1429/218/4) | 1650
[84.830, 88.353] | (1430/218/4) | 1651
[84.839, 88.360] | (1431/218/4) | 1652
[84.848, 88.367] | (1432/218/4) | 1653
[84.857, 88.374] | (1433/218/4) | 1654
[84.866, 88.382] | (1434/218/4) | 1655
[84.875, 88.389] | (1435/218/4) | 1656
[84.884, 88.396] | (1436/218/4) | 1657
[84.893, 88.403] | (1437/218/4) | 1658
[84.902, 88.410] | (1438/218/4) | 1659
[84.848, 88.360] | (1438/219/4) | 1660
[84.857, 88.367] | (1439/219/4) | 1661
[84.866, 88.374] | (1440/219/4) | 1662
[84.875, 88.381] | (1441/219/4) | 1663
[84.884, 88.388] | (1442/219/4) | 1664
[84.893, 88.395] | (1443/219/4) | 1665
[84.902, 88.402] | (1444/219/4) | 1666
[84.911, 88.409] | (1445/219/4) | 1667
[84.920, 88.416] | (1446/219/4) | 1668
[84.929, 88.423] | (1447/219/4) | 1669
[84.938, 88.430] | (1448/219/4) | 1670
[84.947, 88.437] | (1449/219/4) | 1671
[84.955, 88.444] | (1450/219/4) | 1672
[84.964, 88.451] | (1451/219/4) | 1673
[84.973, 88.458] | (1452/219/4) | 1674
[84.982, 88.465] | (1453/219/4) | 1675
[84.991, 88.472] | (1454/219/4) | 1676
[85.000, 88.479] | (1455/219/4) | 1677
[84.946, 88.486] | (1455/219/5) | 1678
[84.955, 88.493] | (1456/219/5) | 1679
[84.964, 88.499] | (1457/219/5) | 1680
[84.973, 88.506] | (1458/219/5) | 1681
[84.982, 88.513] | (1459/219/5) | 1682
[84.928, 88.464] | (1459/220/5) | 1683
[84.937, 88.471] | (1460/220/5) | 1684
[84.946, 88.478] | (1461/220/5) | 1685
[84.955, 88.485] | (1462/220/5) | 1686
[84.963, 88.492] | (1463/220/5) | 1687
[84.972, 88.498] | (1464/220/5) | 1688
[84.981, 88.505] | (1465/220/5) | 1689
[84.990, 88.512] | (1466/220/5) | 1690
[84.999, 88.519] | (1467/220/5) | 1691
[85.007, 88.526] | (1468/220/5) | 1692
[85.016, 88.533] | (1469/220/5) | 1693
[85.025, 88.539] | (1470/220/5) | 1694
[85.034, 88.546] | (1471/220/5) | 1695
[85.042, 88.553] | (1472/220/5) | 1696
[85.051, 88.560] | (1473/220/5) | 1697
[85.060, 88.567] | (1474/220/5) | 1698
[85.007, 88.518] | (1474/221/5) | 1699
[85.015, 88.525] | (1475/221/5) | 1700
[85.024, 88.531] | (1476/221/5) | 1701
[85.033, 88.538] | (1477/221/5) | 1702
[85.042, 88.545] | (1478/221/5) | 1703
[85.050, 88.552] | (1479/221/5) | 1704
[85.059, 88.559] | (1480/221/5) | 1705
[85.068, 88.565] | (1481/221/5) | 1706
[85.076, 88.572] | (1482/221/5) | 1707
[85.085, 88.579] | (1483/221/5) | 1708
[85.094, 88.586] | (1484/221/5) | 1709
[85.041, 88.537] | (1484/222/5) | 1710
[85.050, 88.544] | (1485/222/5) | 1711
[85.058, 88.550] | (1486/222/5) | 1712
[85.067, 88.557] | (1487/222/5) | 1713
[85.075, 88.564] | (1488/222/5) | 1714
[85.084, 88.571] | (1489/222/5) | 1715
[85.093, 88.577] | (1490/222/5) | 1716
[85.101, 88.584] | (1491/222/5) | 1717
[85.049, 88.536] | (1491/223/5) | 1718
[85.057, 88.542] | (1492/223/5) | 1719
[85.066, 88.549] | (1493/223/5) | 1720
[85.075, 88.556] | (1494/223/5) | 1721
[85.083, 88.563] | (1495/223/5) | 1722
[85.092, 88.569] | (1496/223/5) | 1723
[85.100, 88.576] | (1497/223/5) | 1724
[85.109, 88.583] | (1498/223/5) | 1725
[85.117, 88.589] | (1499/223/5) | 1726
[85.126, 88.596] | (1500/223/5) | 1727
[85.134, 88.603] | (1501/223/5) | 1728
[85.143, 88.609] | (1502/223/5) | 1729
[85.151, 88.616] | (1503/223/5) | 1730
[85.160, 88.622] | (1504/223/5) | 1731
[85.168, 88.629] | (1505/223/5) | 1732
[85.177, 88.636] | (1506/223/5) | 1733
[85.185, 88.642] | (1507/223/5) | 1734
[85.194, 88.649] | (1508/223/5) | 1735
[85.202, 88.655] | (1509/223/5) | 1736
[85.210, 88.662] | (1510/223/5) | 1737
[85.219, 88.669] | (1511/223/5) | 1738
[85.227, 88.675] | (1512/223/5) | 1739
[85.236, 88.682] | (1513/223/5) | 1740
[85.244, 88.688] | (1514/223/5) | 1741
[85.252, 88.695] | (1515/223/5) | 1742
[85.201, 88.647] | (1515/224/5) | 1743
[85.209, 88.654] | (1516/224/5) | 1744
[85.217, 88.660] | (1517/224/5) | 1745
[85.226, 88.667] | (1518/224/5) | 1746
[85.174, 88.619] | (1518/225/5) | 1747
[85.183, 88.626] | (1519/225/5) | 1748
[85.191, 88.632] | (1520/225/5) | 1749
[85.199, 88.639] | (1521/225/5) | 1750
[85.208, 88.645] | (1522/225/5) | 1751
[85.216, 88.652] | (1523/225/5) | 1752
[85.165, 88.604] | (1523/226/5) | 1753
[85.173, 88.611] | (1524/226/5) | 1754
[85.181, 88.618] | (1525/226/5) | 1755
[85.190, 88.624] | (1526/226/5) | 1756
[85.198, 88.631] | (1527/226/5) | 1757
[85.206, 88.637] | (1528/226/5) | 1758
[85.215, 88.644] | (1529/226/5) | 1759
[85.223, 88.650] | (1530/226/5) | 1760
[85.231, 88.657] | (1531/226/5) | 1761
[85.240, 88.663] | (1532/226/5) | 1762
[85.248, 88.670] | (1533/226/5) | 1763
[85.256, 88.676] | (1534/226/5) | 1764
[85.264, 88.683] | (1535/226/5) | 1765
[85.273, 88.689] | (1536/226/5) | 1766
[85.281, 88.695] | (1537/226/5) | 1767
[85.230, 88.648] | (1537/227/5) | 1768
[85.238, 88.655] | (1538/227/5) | 1769
[85.246, 88.661] | (1539/227/5) | 1770
[85.255, 88.668] | (1540/227/5) | 1771
[85.263, 88.674] | (1541/227/5) | 1772
[85.271, 88.681] | (1542/227/5) | 1773
[85.220, 88.634] | (1542/228/5) | 1774
[85.229, 88.640] | (1543/228/5) | 1775
[85.237, 88.647] | (1544/228/5) | 1776
[85.245, 88.653] | (1545/228/5) | 1777
[85.253, 88.659] | (1546/228/5) | 1778
[85.261, 88.666] | (1547/228/5) | 1779
[85.211, 88.619] | (1547/229/5) | 1780
[85.219, 88.626] | (1548/229/5) | 1781
[85.227, 88.632] | (1549/229/5) | 1782
[85.235, 88.638] | (1550/229/5) | 1783
[85.243, 88.645] | (1551/229/5) | 1784
[85.252, 88.651] | (1552/229/5) | 1785
[85.260, 88.658] | (1553/229/5) | 1786
[85.268, 88.664] | (1554/229/5) | 1787
[85.276, 88.670] | (1555/229/5) | 1788
[85.284, 88.677] | (1556/229/5) | 1789
[85.234, 88.630] | (1556/230/5) | 1790
[85.242, 88.637] | (1557/230/5) | 1791
[85.250, 88.643] | (1558/230/5) | 1792
[85.258, 88.650] | (1559/230/5) | 1793
[85.266, 88.656] | (1560/230/5) | 1794
[85.275, 88.662] | (1561/230/5) | 1795
[85.283, 88.669] | (1562/230/5) | 1796
[85.291, 88.675] | (1563/230/5) | 1797
[85.299, 88.681] | (1564/230/5) | 1798
[85.307, 88.688] | (1565/230/5) | 1799
[85.315, 88.694] | (1566/230/5) | 1800
[85.323, 88.700] | (1567/230/5) | 1801
[85.331, 88.707] | (1568/230/5) | 1802
[85.281, 88.660] | (1568/231/5) | 1803
[85.289, 88.667] | (1569/231/5) | 1804
[85.297, 88.673] | (1570/231/5) | 1805
[85.305, 88.679] | (1571/231/5) | 1806
[85.313, 88.686] | (1572/231/5) | 1807
[85.321, 88.692] | (1573/231/5) | 1808
[85.329, 88.698] | (1574/231/5) | 1809
[85.337, 88.705] | (1575/231/5) | 1810
[85.288, 88.659] | (1575/232/5) | 1811
[85.296, 88.665] | (1576/232/5) | 1812
[85.304, 88.671] | (1577/232/5) | 1813
[85.312, 88.678] | (1578/232/5) | 1814
[85.320, 88.684] | (1579/232/5) | 1815
[85.328, 88.690] | (1580/232/5) | 1816
[85.336, 88.696] | (1581/232/5) | 1817
