Calculating solvability percentage...
[Lower Bound, Upper Bound] | (Solvable/Unsolvable/Intractable) | Current seed
[84.367, 89.795] | (540/78/1) | 618
[84.392, 89.812] | (541/78/1) | 619
[84.243, 89.682] | (541/79/1) | 620
[84.268, 89.699] | (542/79/1) | 621
[84.293, 89.716] | (543/79/1) | 622
[84.317, 89.732] | (544/79/1) | 623
[84.342, 89.749] | (545/79/1) | 624
[84.366, 89.766] | (546/79/1) | 625
[84.219, 89.637] | (546/80/1) | 626
[84.243, 89.654] | (547/80/1) | 627
[84.268, 89.671] | (548/80/1) | 628
[84.293, 89.687] | (549/80/1) | 629
[84.317, 89.704] | (550/80/1) | 630
[84.341, 89.720] | (551/80/1) | 631
[84.366, 89.737] | (552/80/1) | 632
[84.390, 89.753] | (553/80/1) | 633
[84.414, 89.769] | (554/80/1) | 634
[84.268, 89.643] | (554/81/1) | 635
[84.293, 89.659] | (555/81/1) | 636
[84.148, 89.533] | (555/82/1) | 637
[84.172, 89.550] | (556/82/1) | 638
[84.197, 89.566] | (557/82/1) | 639
[84.221, 89.583] | (558/82/1) | 640
[84.245, 89.599] | (559/82/1) | 641
[84.269, 89.616] | (560/82/1) | 642
[84.293, 89.632] | (561/82/1) | 643
[84.317, 89.648] | (562/82/1) | 644
[84.341, 89.664] | (563/82/1) | 645
[84.364, 89.681] | (564/82/1) | 646
[84.388, 89.697] | (565/82/1) | 647
[84.412, 89.713] | (566/82/1) | 648
[84.435, 89.729] | (567/82/1) | 649
[84.293, 89.605] | (567/83/1) | 650
[84.317, 89.621] | (568/83/1) | 651
[84.340, 89.637] | (569/83/1) | 652
[84.364, 89.653] | (570/83/1) | 653
[84.387, 89.669] | (571/83/1) | 654
[84.411, 89.685] | (572/83/1) | 655
[84.434, 89.701] | (573/83/1) | 656
[84.457, 89.717] | (574/83/1) | 657
[84.317, 89.595] | (574/84/1) | 658
[84.340, 89.611] | (575/84/1) | 659
[84.364, 89.626] | (576/84/1) | 660
[84.387, 89.642] | (577/84/1) | 661
[84.410, 89.658] | (578/84/1) | 662
[84.433, 89.674] | (579/84/1) | 663
[84.456, 89.690] | (580/84/1) | 664
[84.317, 89.569] | (580/85/1) | 665
[84.340, 89.584] | (581/85/1) | 666
[84.363, 89.600] | (582/85/1) | 667
[84.386, 89.616] | (583/85/1) | 668
[84.409, 89.632] | (584/85/1) | 669
[84.432, 89.647] | (585/85/1) | 670
[84.455, 89.663] | (586/85/1) | 671
[84.317, 89.543] | (586/86/1) | 672
[84.181, 89.423] | (586/87/1) | 673
[84.204, 89.439] | (587/87/1) | 674
[84.227, 89.455] | (588/87/1) | 675
[84.249, 89.471] | (589/87/1) | 676
[84.114, 89.486] | (589/87/2) | 677
[84.137, 89.502] | (590/87/2) | 678
[84.160, 89.518] | (591/87/2) | 679
[84.182, 89.533] | (592/87/2) | 680
[84.205, 89.549] | (593/87/2) | 681
[84.071, 89.564] | (593/87/3) | 682
[84.093, 89.580] | (594/87/3) | 683
[83.959, 89.462] | (594/88/3) | 684
[83.982, 89.478] | (595/88/3) | 685
[84.005, 89.493] | (596/88/3) | 686
[84.028, 89.508] | (597/88/3) | 687
[84.051, 89.524] | (598/88/3) | 688
[84.074, 89.539] | (599/88/3) | 689
[84.096, 89.555] | (600/88/3) | 690
[84.119, 89.570] | (601/88/3) | 691
[84.141, 89.585] | (602/88/3) | 692
[84.164, 89.600] | (603/88/3) | 693
[84.186, 89.615] | (604/88/3) | 694
[84.209, 89.631] | (605/88/3) | 695
[84.231, 89.646] | (606/88/3) | 696
[84.253, 89.661] | (607/88/3) | 697
[84.275, 89.676] | (608/88/3) | 698
[84.144, 89.560] | (608/89/3) | 699
[84.013, 89.445] | (608/90/3) | 700
[83.882, 89.330] | (608/91/3) | 701
[83.752, 89.215] | (608/92/3) | 702
[83.775, 89.231] | (609/92/3) | 703
[83.646, 89.116] | (609/93/3) | 704
[83.668, 89.132] | (610/93/3) | 705
[83.691, 89.147] | (611/93/3) | 706
[83.714, 89.163] | (612/93/3) | 707
[83.736, 89.178] | (613/93/3) | 708
[83.759, 89.194] | (614/93/3) | 709
[83.781, 89.209] | (615/93/3) | 710
[83.653, 89.096] | (615/94/3) | 711
[83.676, 89.111] | (616/94/3) | 712
[83.548, 88.998] | (616/95/3) | 713
[83.571, 89.014] | (617/95/3) | 714
[83.593, 89.029] | (618/95/3) | 715
[83.616, 89.045] | (619/95/3) | 716
[83.638, 89.060] | (620/95/3) | 717
[83.661, 89.076] | (621/95/3) | 718
[83.683, 89.091] | (622/95/3) | 719
[83.705, 89.106] | (623/95/3) | 720
[83.727, 89.122] | (624/95/3) | 721
[83.601, 89.010] | (624/96/3) | 722
[83.476, 88.899] | (624/97/3) | 723
[83.498, 88.914] | (625/97/3) | 724
[83.520, 88.930] | (626/97/3) | 725
[83.543, 88.945] | (627/97/3) | 726
[83.418, 88.834] | (627/98/3) | 727
[83.440, 88.850] | (628/98/3) | 728
[83.463, 88.865] | (629/98/3) | 729
[83.485, 88.881] | (630/98/3) | 730
[83.507, 88.896] | (631/98/3) | 731
[83.529, 88.911] | (632/98/3) | 732
[83.551, 88.927] | (633/98/3) | 733
[83.573, 88.942] | (634/98/3) | 734
[83.595, 88.957] | (635/98/3) | 735
[83.617, 88.972] | (636/98/3) | 736
[83.639, 88.987] | (637/98/3) | 737
[83.661, 89.003] | (638/98/3) | 738
[83.538, 88.893] | (638/99/3) | 739
[83.560, 88.909] | (639/99/3) | 740
[83.581, 88.924] | (640/99/3) | 741
[83.603, 88.939] | (641/99/3) | 742
[83.481, 88.830] | (641/100/3) | 743
[83.359, 88.722] | (641/101/3) | 744
[83.381, 88.737] | (642/101/3) | 745
[83.403, 88.753] | (643/101/3) | 746
[83.282, 88.645] | (643/102/3) | 747
[83.304, 88.660] | (644/102/3) | 748
[83.326, 88.676] | (645/102/3) | 749
[83.348, 88.691] | (646/102/3) | 750
[83.370, 88.706] | (647/102/3) | 751
[83.391, 88.721] | (648/102/3) | 752
[83.413, 88.736] | (649/102/3) | 753
[83.435, 88.751] | (650/102/3) | 754
[83.456, 88.767] | (651/102/3) | 755
[83.478, 88.782] | (652/102/3) | 756
[83.499, 88.796] | (653/102/3) | 757
[83.520, 88.811] | (654/102/3) | 758
[83.542, 88.826] | (655/102/3) | 759
[83.423, 88.720] | (655/103/3) | 760
[83.304, 88.614] | (655/104/3) | 761
[83.325, 88.629] | (656/104/3) | 762
[83.347, 88.645] | (657/104/3) | 763
[83.368, 88.660] | (658/104/3) | 764
[83.390, 88.675] | (659/104/3) | 765
[83.411, 88.690] | (660/104/3) | 766
[83.432, 88.704] | (661/104/3) | 767
[83.453, 88.719] | (662/104/3) | 768
[83.474, 88.734] | (663/104/3) | 769
[83.495, 88.749] | (664/104/3) | 770
[83.516, 88.764] | (665/104/3) | 771
[83.537, 88.778] | (666/104/3) | 772
[83.558, 88.793] | (667/104/3) | 773
[83.579, 88.808] | (668/104/3) | 774
[83.462, 88.704] | (668/105/3) | 775
[83.483, 88.718] | (669/105/3) | 776
[83.504, 88.733] | (670/105/3) | 777
[83.388, 88.629] | (670/106/3) | 778
[83.409, 88.644] | (671/106/3) | 779
[83.430, 88.659] | (672/106/3) | 780
[83.451, 88.673] | (673/106/3) | 781
[83.472, 88.688] | (674/106/3) | 782
[83.356, 88.703] | (674/106/4) | 783
[83.377, 88.717] | (675/106/4) | 784
[83.398, 88.732] | (676/106/4) | 785
[83.419, 88.746] | (677/106/4) | 786
[83.439, 88.761] | (678/106/4) | 787
[83.460, 88.775] | (679/106/4) | 788
[83.480, 88.789] | (680/106/4) | 789
[83.501, 88.804] | (681/106/4) | 790
[83.521, 88.818] | (682/106/4) | 791
[83.542, 88.832] | (683/106/4) | 792
[83.428, 88.731] | (683/107/4) | 793
[83.448, 88.745] | (684/107/4) | 794
[83.469, 88.759] | (685/107/4) | 795
[83.489, 88.773] | (686/107/4) | 796
[83.510, 88.788] | (687/107/4) | 797
[83.530, 88.802] | (688/107/4) | 798
[83.550, 88.816] | (689/107/4) | 799
[83.570, 88.830] | (690/107/4) | 800
[83.591, 88.844] | (691/107/4) | 801
[83.478, 88.743] | (691/108/4) | 802
[83.498, 88.758] | (692/108/4) | 803
[83.518, 88.772] | (693/108/4) | 804
[83.538, 88.786] | (694/108/4) | 805
[83.426, 88.686] | (694/109/4) | 806
[83.446, 88.700] | (695/109/4) | 807
[83.467, 88.714] | (696/109/4) | 808
[83.487, 88.728] | (697/109/4) | 809
[83.507, 88.742] | (698/109/4) | 810
[83.527, 88.756] | (699/109/4) | 811
[83.547, 88.770] | (700/109/4) | 812
[83.566, 88.784] | (701/109/4) | 813
[83.456, 88.685] | (701/110/4) | 814
[83.476, 88.699] | (702/110/4) | 815
[83.495, 88.713] | (703/110/4) | 816
[83.515, 88.727] | (704/110/4) | 817
[83.535, 88.741] | (705/110/4) | 818
[83.555, 88.754] | (706/110/4) | 819
[83.574, 88.768] | (707/110/4) | 820
[83.594, 88.782] | (708/110/4) | 821
[83.614, 88.796] | (709/110/4) | 822
[83.633, 88.810] | (710/110/4) | 823
[83.653, 88.823] | (711/110/4) | 824
[83.672, 88.837] | (712/110/4) | 825
[83.692, 88.851] | (713/110/4) | 826
[83.711, 88.864] | (714/110/4) | 827
[83.730, 88.878] | (715/110/4) | 828
[83.750, 88.892] | (716/110/4) | 829
[83.769, 88.905] | (717/110/4) | 830
[83.660, 88.808] | (717/111/4) | 831
[83.551, 88.710] | (717/112/4) | 832
[83.571, 88.724] | (718/112/4) | 833
[83.590, 88.738] | (719/112/4) | 834
[83.610, 88.751] | (720/112/4) | 835
[83.629, 88.765] | (721/112/4) | 836
[83.648, 88.778] | (722/112/4) | 837
[83.667, 88.792] | (723/112/4) | 838
[83.686, 88.805] | (724/112/4) | 839
[83.705, 88.819] | (725/112/4) | 840
[83.724, 88.832] | (726/112/4) | 841
[83.743, 88.846] | (727/112/4) | 842
[83.762, 88.859] | (728/112/4) | 843
[83.781, 88.872] | (729/112/4) | 844
[83.800, 88.886] | (730/112/4) | 845
[83.693, 88.790] | (730/113/4) | 846
[83.712, 88.803] | (731/113/4) | 847
[83.731, 88.817] | (732/113/4) | 848
[83.750, 88.830] | (733/113/4) | 849
[83.769, 88.843] | (734/113/4) | 850
[83.787, 88.856] | (735/113/4) | 851
[83.806, 88.870] | (736/113/4) | 852
[83.825, 88.883] | (737/113/4) | 853
[83.843, 88.896] | (738/113/4) | 854
[83.862, 88.909] | (739/113/4) | 855
[83.880, 88.922] | (740/113/4) | 856
[83.899, 88.935] | (741/113/4) | 857
[83.917, 88.948] | (742/113/4) | 858
[83.936, 88.961] | (743/113/4) | 859
[83.954, 88.974] | (744/113/4) | 860
[83.973, 88.987] | (745/113/4) | 861
[83.991, 89.000] | (746/113/4) | 862
[84.009, 89.013] | (747/113/4) | 863
[84.027, 89.026] | (748/113/4) | 864
[84.045, 89.039] | (749/113/4) | 865
[84.063, 89.051] | (750/113/4) | 866
[84.082, 89.064] | (751/113/4) | 867
[84.100, 89.077] | (752/113/4) | 868
[84.118, 89.090] | (753/113/4) | 869
[84.136, 89.102] | (754/113/4) | 870
[84.153, 89.115] | (755/113/4) | 871
[84.171, 89.127] | (756/113/4) | 872
[84.067, 89.034] | (756/114/4) | 873
[84.085, 89.047] | (757/114/4) | 874
[84.103, 89.060] | (758/114/4) | 875
[84.121, 89.072] | (759/114/4) | 876
[84.017, 88.980] | (759/115/4) | 877
[84.035, 88.992] | (760/115/4) | 878
[84.053, 89.005] | (761/115/4) | 879
[84.071, 89.018] | (762/115/4) | 880
[84.089, 89.030] | (763/115/4) | 881
[84.106, 89.043] | (764/115/4) | 882
[84.124, 89.055] | (765/115/4) | 883
[84.142, 89.068] | (766/115/4) | 884
[84.159, 89.080] | (767/115/4) | 885
[84.177, 89.093] | (768/115/4) | 886
[84.195, 89.105] | (769/115/4) | 887
[84.212, 89.117] | (770/115/4) | 888
[84.230, 89.130] | (771/115/4) | 889
[84.247, 89.142] | (772/115/4) | 890
[84.264, 89.154] | (773/115/4) | 891
[84.162, 89.063] | (773/116/4) | 892
[84.180, 89.076] | (774/116/4) | 893
[84.197, 89.088] | (775/116/4) | 894
[84.096, 88.997] | (775/117/4) | 895
[84.113, 89.009] | (776/117/4) | 896
[84.131, 89.022] | (777/117/4) | 897
[84.148, 89.034] | (778/117/4) | 898
[84.165, 89.046] | (779/117/4) | 899
[84.183, 89.059] | (780/117/4) | 900
[84.200, 89.071] | (781/117/4) | 901
[84.099, 88.981] | (781/118/4) | 902
[84.117, 88.993] | (782/118/4) | 903
[84.134, 89.005] | (783/118/4) | 904
[84.151, 89.018] | (784/118/4) | 905
[84.051, 88.928] | (784/119/4) | 906
[84.068, 88.940] | (785/119/4) | 907
[84.086, 88.953] | (786/119/4) | 908
[84.103, 88.965] | (787/119/4) | 909
[84.120, 88.977] | (788/119/4) | 910
[84.020, 88.888] | (788/120/4) | 911
[84.038, 88.900] | (789/120/4) | 912
[84.055, 88.912] | (790/120/4) | 913
[84.072, 88.925] | (791/120/4) | 914
[84.089, 88.937] | (792/120/4) | 915
[83.990, 88.848] | (792/121/4) | 916
[84.007, 88.860] | (793/121/4) | 917
[84.025, 88.872] | (794/121/4) | 918
[84.042, 88.885] | (795/121/4) | 919
[83.943, 88.796] | (795/122/4) | 920
[83.845, 88.708] | (795/123/4) | 921
[83.862, 88.720] | (796/123/4) | 922
[83.880, 88.733] | (797/123/4) | 923
[83.897, 88.745] | (798/123/4) | 924
[83.914, 88.757] | (799/123/4) | 925
[83.931, 88.770] | (800/123/4) | 926
[83.834, 88.682] | (800/124/4) | 927
[83.851, 88.694] | (801/124/4) | 928
[83.754, 88.607] | (801/125/4) | 929
[83.771, 88.619] | (802/125/4) | 930
[83.674, 88.532] | (802/126/4) | 931
[83.691, 88.544] | (803/126/4) | 932
[83.708, 88.557] | (804/126/4) | 933
[83.726, 88.569] | (805/126/4) | 934
[83.743, 88.581] | (806/126/4) | 935
[83.760, 88.594] | (807/126/4) | 936
[83.777, 88.606] | (808/126/4) | 937
[83.794, 88.618] | (809/126/4) | 938
[83.811, 88.631] | (810/126/4) | 939
[83.715, 88.544] | (810/127/4) | 940
[83.732, 88.556] | (811/127/4) | 941
[83.749, 88.569] | (812/127/4) | 942
[83.766, 88.581] | (813/127/4) | 943
[83.783, 88.593] | (814/127/4) | 944
[83.800, 88.605] | (815/127/4) | 945
[83.817, 88.617] | (816/127/4) | 946
[83.833, 88.630] | (817/127/4) | 947
[83.850, 88.642] | (818/127/4) | 948
[83.755, 88.556] | (818/128/4) | 949
[83.772, 88.568] | (819/128/4) | 950
[83.789, 88.580] | (820/128/4) | 951
[83.806, 88.592] | (821/128/4) | 952
[83.822, 88.605] | (822/128/4) | 953
[83.839, 88.617] | (823/128/4) | 954
[83.856, 88.629] | (824/128/4) | 955
[83.872, 88.641] | (825/128/4) | 956
[83.889, 88.653] | (826/128/4) | 957
[83.905, 88.665] | (827/128/4) | 958
[83.922, 88.677] | (828/128/4) | 959
[83.938, 88.688] | (829/128/4) | 960
[83.955, 88.700] | (830/128/4) | 961
[83.971, 88.712] | (831/128/4) | 962
[83.988, 88.724] | (832/128/4) | 963
[84.004, 88.736] | (833/128/4) | 964
[84.020, 88.748] | (834/128/4) | 965
[84.036, 88.759] | (835/128/4) | 966
[84.053, 88.771] | (836/128/4) | 967
[84.069, 88.783] | (837/128/4) | 968
[84.085, 88.795] | (838/128/4) | 969
[84.101, 88.806] | (839/128/4) | 970
[84.008, 88.722] | (839/129/4) | 971
[83.915, 88.638] | (839/130/4) | 972
[83.932, 88.650] | (840/130/4) | 973
[83.948, 88.662] | (841/130/4) | 974
[83.964, 88.674] | (842/130/4) | 975
[83.980, 88.685] | (843/130/4) | 976
[83.996, 88.697] | (844/130/4) | 977
[84.012, 88.709] | (845/130/4) | 978
[84.028, 88.720] | (846/130/4) | 979
[84.045, 88.732] | (847/130/4) | 980
[83.952, 88.649] | (847/131/4) | 981
[83.861, 88.566] | (847/132/4) | 982
[83.877, 88.578] | (848/132/4) | 983
[83.893, 88.590] | (849/132/4) | 984
[83.909, 88.601] | (850/132/4) | 985
[83.925, 88.613] | (851/132/4) | 986
[83.941, 88.625] | (852/132/4) | 987
[83.957, 88.636] | (853/132/4) | 988
[83.973, 88.648] | (854/132/4) | 989
[83.989, 88.659] | (855/132/4) | 990
[84.005, 88.671] | (856/132/4) | 991
[84.021, 88.683] | (857/132/4) | 992
[84.037, 88.694] | (858/132/4) | 993
[84.052, 88.706] | (859/132/4) | 994
[84.068, 88.717] | (860/132/4) | 995
[83.978, 88.635] | (860/133/4) | 996
[83.993, 88.647] | (861/133/4) | 997
[84.009, 88.658] | (862/133/4) | 998
[84.025, 88.670] | (863/133/4) | 999
[84.041, 88.681] | (864/133/4) | 1000
[84.056, 88.692] | (865/133/4) | 1001
[84.072, 88.704] | (866/133/4) | 1002
[84.088, 88.715] | (867/133/4) | 1003
[84.103, 88.727] | (868/133/4) | 1004
[84.119, 88.738] | (869/133/4) | 1005
[84.134, 88.749] | (870/133/4) | 1006
[84.150, 88.760] | (871/133/4) | 1007
[84.165, 88.772] | (872/133/4) | 1008
[84.181, 88.783] | (873/133/4) | 1009
[84.196, 88.794] | (874/133/4) | 1010
[84.212, 88.805] | (875/133/4) | 1011
[84.227, 88.817] | (876/133/4) | 1012
[84.138, 88.736] | (876/134/4) | 1013
[84.153, 88.747] | (877/134/4) | 1014
[84.169, 88.758] | (878/134/4) | 1015
[84.184, 88.769] | (879/134/4) | 1016
[84.199, 88.781] | (880/134/4) | 1017
[84.214, 88.792] | (881/134/4) | 1018
[84.230, 88.803] | (882/134/4) | 1019
[84.245, 88.814] | (883/134/4) | 1020
[84.260, 88.825] | (884/134/4) | 1021
[84.275, 88.836] | (885/134/4) | 1022
[84.290, 88.847] | (886/134/4) | 1023
[84.306, 88.858] | (887/134/4) | 1024
[84.321, 88.869] | (888/134/4) | 1025
[84.336, 88.880] | (889/134/4) | 1026
[84.351, 88.891] | (890/134/4) | 1027
[84.366, 88.902] | (891/134/4) | 1028
[84.381, 88.913] | (892/134/4) | 1029
[84.396, 88.924] | (893/134/4) | 1030
[84.410, 88.934] | (894/134/4) | 1031
[84.425, 88.945] | (895/134/4) | 1032
[84.440, 88.956] | (896/134/4) | 1033
[84.455, 88.967] | (897/134/4) | 1034
[84.470, 88.978] | (898/134/4) | 1035
[84.485, 88.988] | (899/134/4) | 1036
[84.397, 88.909] | (899/135/4) | 1037
[84.412, 88.920] | (900/135/4) | 1038
[84.427, 88.931] | (901/135/4) | 1039
[84.441, 88.942] | (902/135/4) | 1040
[84.456, 88.952] | (903/135/4) | 1041
[84.471, 88.963] | (904/135/4) | 1042
[84.486, 88.974] | (905/135/4) | 1043
[84.399, 88.895] | (905/136/4) | 1044
[84.413, 88.906] | (906/136/4) | 1045
[84.428, 88.917] | (907/136/4) | 1046
[84.443, 88.928] | (908/136/4) | 1047
[84.457, 88.938] | (909/136/4) | 1048
[84.371, 88.860] | (909/137/4) | 1049
[84.386, 88.871] | (910/137/4) | 1050
[84.400, 88.882] | (911/137/4) | 1051
[84.415, 88.892] | (912/137/4) | 1052
[84.429, 88.903] | (913/137/4) | 1053
[84.444, 88.914] | (914/137/4) | 1054
[84.458, 88.924] | (915/137/4) | 1055
[84.473, 88.935] | (916/137/4) | 1056
[84.487, 88.945] | (917/137/4) | 1057
[84.502, 88.956] | (918/137/4) | 1058
[84.516, 88.966] | (919/137/4) | 1059
[84.431, 88.889] | (919/138/4) | 1060
[84.445, 88.900] | (920/138/4) | 1061
[84.360, 88.823] | (920/139/4) | 1062
[84.374, 88.833] | (921/139/4) | 1063
[84.389, 88.844] | (922/139/4) | 1064
[84.403, 88.854] | (923/139/4) | 1065
[84.418, 88.865] | (924/139/4) | 1066
[84.432, 88.875] | (925/139/4) | 1067
[84.446, 88.886] | (926/139/4) | 1068
[84.461, 88.897] | (927/139/4) | 1069
[84.376, 88.820] | (927/140/4) | 1070
[84.391, 88.831] | (928/140/4) | 1071
[84.405, 88.841] | (929/140/4) | 1072
[84.419, 88.852] | (930/140/4) | 1073
[84.434, 88.862] | (931/140/4) | 1074
[84.349, 88.786] | (931/141/4) | 1075
[84.364, 88.796] | (932/141/4) | 1076
[84.378, 88.807] | (933/141/4) | 1077
[84.392, 88.817] | (934/141/4) | 1078
[84.406, 88.828] | (935/141/4) | 1079
[84.421, 88.838] | (936/141/4) | 1080
[84.435, 88.849] | (937/141/4) | 1081
[84.449, 88.859] | (938/141/4) | 1082
[84.463, 88.869] | (939/141/4) | 1083
[84.477, 88.880] | (940/141/4) | 1084
[84.394, 88.804] | (940/142/4) | 1085
[84.408, 88.815] | (941/142/4) | 1086
[84.422, 88.825] | (942/142/4) | 1087
[84.436, 88.836] | (943/142/4) | 1088
[84.450, 88.846] | (944/142/4) | 1089
[84.367, 88.771] | (944/143/4) | 1090
[84.381, 88.781] | (945/143/4) | 1091
[84.396, 88.791] | (946/143/4) | 1092
[84.410, 88.802] | (947/143/4) | 1093
[84.424, 88.812] | (948/143/4) | 1094
[84.438, 88.822] | (949/143/4) | 1095
[84.452, 88.833] | (950/143/4) | 1096
[84.466, 88.843] | (951/143/4) | 1097
[84.480, 88.853] | (952/143/4) | 1098
[84.493, 88.864] | (953/143/4) | 1099
[84.507, 88.874] | (954/143/4) | 1100
[84.521, 88.884] | (955/143/4) | 1101
[84.535, 88.894] | (956/143/4) | 1102
[84.549, 88.904] | (957/143/4) | 1103
[84.563, 88.914] | (958/143/4) | 1104
[84.576, 88.925] | (959/143/4) | 1105
[84.590, 88.935] | (960/143/4) | 1106
[84.604, 88.945] | (961/143/4) | 1107
[84.618, 88.955] | (962/143/4) | 1108
[84.631, 88.965] | (963/143/4) | 1109
[84.645, 88.975] | (964/143/4) | 1110
[84.659, 88.985] | (965/143/4) | 1111
[84.672, 88.995] | (966/143/4) | 1112
[84.686, 89.005] | (967/143/4) | 1113
[84.699, 89.015] | (968/143/4) | 1114
[84.713, 89.025] | (969/143/4) | 1115
[84.631, 88.951] | (969/144/4) | 1116
[84.645, 88.961] | (970/144/4) | 1117
[84.659, 88.971] | (971/144/4) | 1118
[84.672, 88.981] | (972/144/4) | 1119
[84.686, 88.991] | (973/144/4) | 1120
[84.605, 88.918] | (973/145/4) | 1121
[84.618, 88.928] | (974/145/4) | 1122
[84.632, 88.938] | (975/145/4) | 1123
[84.645, 88.948] | (976/145/4) | 1124
[84.659, 88.958] | (977/145/4) | 1125
[84.672, 88.967] | (978/145/4) | 1126
[84.685, 88.977] | (979/145/4) | 1127
[84.699, 88.987] | (980/145/4) | 1128
[84.712, 88.997] | (981/145/4) | 1129
[84.632, 88.924] | (981/146/4) | 1130
[84.552, 88.852] | (981/147/4) | 1131
[84.565, 88.862] | (982/147/4) | 1132
[84.579, 88.872] | (983/147/4) | 1133
[84.592, 88.882] | (984/147/4) | 1134
[84.605, 88.891] | (985/147/4) | 1135
[84.619, 88.901] | (986/147/4) | 1136
[84.539, 88.829] | (986/148/4) | 1137
[84.552, 88.839] | (987/148/4) | 1138
[84.566, 88.849] | (988/148/4) | 1139
[84.579, 88.859] | (989/148/4) | 1140
[84.593, 88.869] | (990/148/4) | 1141
[84.513, 88.797] | (990/149/4) | 1142
[84.527, 88.807] | (991/149/4) | 1143
[84.540, 88.817] | (992/149/4) | 1144
[84.553, 88.826] | (993/149/4) | 1145
[84.567, 88.836] | (994/149/4) | 1146
[84.580, 88.846] | (995/149/4) | 1147
[84.593, 88.856] | (996/149/4) | 1148
[84.606, 88.866] | (997/149/4) | 1149
[84.619, 88.875] | (998/149/4) | 1150
[84.633, 88.885] | (999/149/4) | 1151
[84.646, 88.895] | (1000/149/4) | 1152
[84.567, 88.824] | (1000/150/4) | 1153
[84.580, 88.834] | (1001/150/4) | 1154
[84.502, 88.762] | (1001/151/4) | 1155
[84.515, 88.772] | (1002/151/4) | 1156
[84.528, 88.782] | (1003/151/4) | 1157
[84.542, 88.792] | (1004/151/4) | 1158
[84.555, 88.802] | (1005/151/4) | 1159
[84.477, 88.731] | (1005/152/4) | 1160
[84.490, 88.741] | (1006/152/4) | 1161
[84.503, 88.750] | (1007/152/4) | 1162
[84.516, 88.760] | (1008/152/4) | 1163
[84.529, 88.770] | (1009/152/4) | 1164
[84.542, 88.780] | (1010/152/4) | 1165
[84.556, 88.789] | (1011/152/4) | 1166
[84.569, 88.799] | (1012/152/4) | 1167
[84.582, 88.809] | (1013/152/4) | 1168
[84.504, 88.739] | (1013/153/4) | 1169
[84.517, 88.748] | (1014/153/4) | 1170
[84.530, 88.758] | (1015/153/4) | 1171
[84.543, 88.768] | (1016/153/4) | 1172
[84.556, 88.777] | (1017/153/4) | 1173
[84.569, 88.787] | (1018/153/4) | 1174
[84.582, 88.797] | (1019/153/4) | 1175
[84.595, 88.806] | (1020/153/4) | 1176
[84.518, 88.736] | (1020/154/4) | 1177
[84.531, 88.746] | (1021/154/4) | 1178
[84.544, 88.756] | (1022/154/4) | 1179
[84.557, 88.765] | (1023/154/4) | 1180
[84.570, 88.775] | (1024/154/4) | 1181
[84.583, 88.784] | (1025/154/4) | 1182
[84.596, 88.794] | (1026/154/4) | 1183
[84.609, 88.804] | (1027/154/4) | 1184
[84.621, 88.813] | (1028/154/4) | 1185
[84.634, 88.823] | (1029/154/4) | 1186
[84.647, 88.832] | (1030/154/4) | 1187
[84.660, 88.842] | (1031/154/4) | 1188
[84.672, 88.851] | (1032/154/4) | 1189
[84.685, 88.861] | (1033/154/4) | 1190
[84.698, 88.870] | (1034/154/4) | 1191
[84.710, 88.879] | (1035/154/4) | 1192
[84.723, 88.889] | (1036/154/4) | 1193
[84.736, 88.898] | (1037/154/4) | 1194
[84.660, 88.829] | (1037/155/4) | 1195
[84.673, 88.839] | (1038/155/4) | 1196
[84.685, 88.848] | (1039/155/4) | 1197
[84.698, 88.858] | (1040/155/4) | 1198
[84.710, 88.867] | (1041/155/4) | 1199
[84.723, 88.876] | (1042/155/4) | 1200
[84.648, 88.808] | (1042/156/4) | 1201
[84.660, 88.817] | (1043/156/4) | 1202
[84.673, 88.827] | (1044/156/4) | 1203
[84.685, 88.836] | (1045/156/4) | 1204
[84.610, 88.768] | (1045/157/4) | 1205
[84.623, 88.777] | (1046/157/4) | 1206
[84.548, 88.709] | (1046/158/4) | 1207
[84.560, 88.719] | (1047/158/4) | 1208
[84.573, 88.728] | (1048/158/4) | 1209
[84.586, 88.737] | (1049/158/4) | 1210
[84.598, 88.747] | (1050/158/4) | 1211
[84.611, 88.756] | (1051/158/4) | 1212
[84.623, 88.765] | (1052/158/4) | 1213
[84.636, 88.775] | (1053/158/4) | 1214
[84.648, 88.784] | (1054/158/4) | 1215
[84.661, 88.793] | (1055/158/4) | 1216
[84.673, 88.803] | (1056/158/4) | 1217
[84.599, 88.735] | (1056/159/4) | 1218
[84.525, 88.668] | (1056/160/4) | 1219
[84.537, 88.677] | (1057/160/4) | 1220
[84.463, 88.610] | (1057/161/4) | 1221
[84.476, 88.619] | (1058/161/4) | 1222
[84.402, 88.552] | (1058/162/4) | 1223
[84.415, 88.562] | (1059/162/4) | 1224
[84.427, 88.571] | (1060/162/4) | 1225
[84.440, 88.580] | (1061/162/4) | 1226
[84.452, 88.590] | (1062/162/4) | 1227
[84.465, 88.599] | (1063/162/4) | 1228
[84.477, 88.609] | (1064/162/4) | 1229
[84.490, 88.618] | (1065/162/4) | 1230
[84.502, 88.627] | (1066/162/4) | 1231
[84.514, 88.636] | (1067/162/4) | 1232
[84.441, 88.570] | (1067/163/4) | 1233
[84.454, 88.579] | (1068/163/4) | 1234
[84.381, 88.513] | (1068/164/4) | 1235
[84.308, 88.446] | (1068/165/4) | 1236
